"","Time_in_min","Inhibitor","CN_ERK","Object","Slide"
"34609",2.5,"PTx",0.3854,598,"P4"
"34610",6,"PTx",0.3998,598,"P4"
"34611",9.5,"PTx",0.3928,598,"P4"
"34612",13,"PTx",0.3726,598,"P4"
"34613",16.5,"PTx",0.3647,598,"P4"
"34614",20,"PTx",0.3705,598,"P4"
"34615",23.5,"PTx",0.405,598,"P4"
"34616",27,"PTx",0.4354,598,"P4"
"34617",30.5,"PTx",0.563,598,"P4"
"34618",34,"PTx",0.6544,598,"P4"
"34619",37.5,"PTx",0.7125,598,"P4"
"34620",41,"PTx",0.7671,598,"P4"
"34621",44.5,"PTx",0.7516,598,"P4"
"34622",48,"PTx",0.8149,598,"P4"
"34623",51.5,"PTx",0.8204,598,"P4"
"34624",55,"PTx",0.8143,598,"P4"
"34625",58.5,"PTx",0.7721,598,"P4"
"34626",62,"PTx",0.769,598,"P4"
"34627",65.5,"PTx",0.7396,598,"P4"
"34628",69,"PTx",0.7114,598,"P4"
"34629",72.5,"PTx",0.6791,598,"P4"
"34630",76,"PTx",0.6641,598,"P4"
"34631",79.5,"PTx",0.6675,598,"P4"
"34632",83,"PTx",0.6366,598,"P4"
"34633",2.5,"PTx",0.299,599,"P4"
"34634",6,"PTx",0.2686,599,"P4"
"34635",9.5,"PTx",0.2668,599,"P4"
"34636",13,"PTx",0.2676,599,"P4"
"34637",16.5,"PTx",0.2756,599,"P4"
"34638",20,"PTx",0.2719,599,"P4"
"34639",23.5,"PTx",0.3379,599,"P4"
"34640",27,"PTx",0.332,599,"P4"
"34641",30.5,"PTx",0.4165,599,"P4"
"34642",34,"PTx",0.5041,599,"P4"
"34643",37.5,"PTx",0.4924,599,"P4"
"34644",41,"PTx",0.4904,599,"P4"
"34645",44.5,"PTx",0.6217,599,"P4"
"34646",48,"PTx",0.5693,599,"P4"
"34647",51.5,"PTx",0.6034,599,"P4"
"34648",55,"PTx",0.6091,599,"P4"
"34649",58.5,"PTx",0.6181,599,"P4"
"34650",62,"PTx",0.6125,599,"P4"
"34651",65.5,"PTx",0.5911,599,"P4"
"34652",69,"PTx",0.6131,599,"P4"
"34653",72.5,"PTx",0.6296,599,"P4"
"34654",76,"PTx",0.5673,599,"P4"
"34655",79.5,"PTx",0.5733,599,"P4"
"34656",83,"PTx",0.5813,599,"P4"
"34657",2.5,"PTx",0.6351,600,"P4"
"34658",6,"PTx",0.6367,600,"P4"
"34659",9.5,"PTx",0.7051,600,"P4"
"34660",13,"PTx",0.7497,600,"P4"
"34661",16.5,"PTx",0.7371,600,"P4"
"34662",20,"PTx",0.6587,600,"P4"
"34663",23.5,"PTx",0.6633,600,"P4"
"34664",27,"PTx",0.7418,600,"P4"
"34665",30.5,"PTx",0.9283,600,"P4"
"34666",34,"PTx",1.0107,600,"P4"
"34667",37.5,"PTx",0.992,600,"P4"
"34668",41,"PTx",1.0519,600,"P4"
"34669",44.5,"PTx",1.0674,600,"P4"
"34670",48,"PTx",1.0456,600,"P4"
"34671",51.5,"PTx",1.0591,600,"P4"
"34672",55,"PTx",1.0424,600,"P4"
"34673",58.5,"PTx",0.9451,600,"P4"
"34674",62,"PTx",0.9528,600,"P4"
"34675",65.5,"PTx",1.0456,600,"P4"
"34676",69,"PTx",1.0631,600,"P4"
"34677",72.5,"PTx",1.1308,600,"P4"
"34678",76,"PTx",1.0274,600,"P4"
"34679",79.5,"PTx",1.0073,600,"P4"
"34680",83,"PTx",0.9493,600,"P4"
"34681",2.5,"PTx",0.4966,601,"P4"
"34682",6,"PTx",0.5013,601,"P4"
"34683",9.5,"PTx",0.4799,601,"P4"
"34684",13,"PTx",0.4817,601,"P4"
"34685",16.5,"PTx",0.5064,601,"P4"
"34686",20,"PTx",0.4967,601,"P4"
"34687",23.5,"PTx",0.4721,601,"P4"
"34688",27,"PTx",0.4782,601,"P4"
"34689",30.5,"PTx",0.5949,601,"P4"
"34690",34,"PTx",0.6395,601,"P4"
"34691",37.5,"PTx",0.6988,601,"P4"
"34692",41,"PTx",0.7488,601,"P4"
"34693",44.5,"PTx",0.7929,601,"P4"
"34694",48,"PTx",0.8289,601,"P4"
"34695",51.5,"PTx",0.8149,601,"P4"
"34696",55,"PTx",0.8216,601,"P4"
"34697",58.5,"PTx",0.8229,601,"P4"
"34698",62,"PTx",0.8672,601,"P4"
"34699",65.5,"PTx",0.8744,601,"P4"
"34700",69,"PTx",0.8575,601,"P4"
"34701",72.5,"PTx",0.816,601,"P4"
"34702",76,"PTx",0.817,601,"P4"
"34703",79.5,"PTx",0.7965,601,"P4"
"34704",83,"PTx",0.7688,601,"P4"
"34705",2.5,"PTx",0.6884,602,"P4"
"34706",6,"PTx",0.6945,602,"P4"
"34707",9.5,"PTx",0.7212,602,"P4"
"34708",13,"PTx",0.6886,602,"P4"
"34709",16.5,"PTx",0.6727,602,"P4"
"34710",20,"PTx",0.6875,602,"P4"
"34711",23.5,"PTx",0.656,602,"P4"
"34712",27,"PTx",0.6737,602,"P4"
"34713",30.5,"PTx",0.922,602,"P4"
"34714",34,"PTx",1.1152,602,"P4"
"34715",37.5,"PTx",1.1614,602,"P4"
"34716",41,"PTx",1.2303,602,"P4"
"34717",44.5,"PTx",1.3941,602,"P4"
"34718",48,"PTx",1.4719,602,"P4"
"34719",51.5,"PTx",1.4021,602,"P4"
"34720",55,"PTx",1.4119,602,"P4"
"34721",58.5,"PTx",1.3705,602,"P4"
"34722",62,"PTx",1.3871,602,"P4"
"34723",65.5,"PTx",1.3512,602,"P4"
"34724",69,"PTx",1.3427,602,"P4"
"34725",72.5,"PTx",1.3264,602,"P4"
"34726",76,"PTx",1.2488,602,"P4"
"34727",79.5,"PTx",1.1578,602,"P4"
"34728",83,"PTx",1.1388,602,"P4"
"34729",2.5,"PTx",0.6726,604,"P4"
"34730",6,"PTx",0.6743,604,"P4"
"34731",9.5,"PTx",0.63,604,"P4"
"34732",13,"PTx",0.6373,604,"P4"
"34733",16.5,"PTx",0.6561,604,"P4"
"34734",20,"PTx",0.6433,604,"P4"
"34735",23.5,"PTx",0.6114,604,"P4"
"34736",27,"PTx",0.6286,604,"P4"
"34737",30.5,"PTx",0.8574,604,"P4"
"34738",34,"PTx",0.765,604,"P4"
"34739",37.5,"PTx",0.7116,604,"P4"
"34740",41,"PTx",0.8003,604,"P4"
"34741",44.5,"PTx",0.8554,604,"P4"
"34742",48,"PTx",0.8479,604,"P4"
"34743",51.5,"PTx",0.8195,604,"P4"
"34744",55,"PTx",0.7725,604,"P4"
"34745",58.5,"PTx",0.7538,604,"P4"
"34746",62,"PTx",0.8267,604,"P4"
"34747",65.5,"PTx",0.7945,604,"P4"
"34748",69,"PTx",0.741,604,"P4"
"34749",72.5,"PTx",0.7039,604,"P4"
"34750",76,"PTx",0.7983,604,"P4"
"34751",79.5,"PTx",0.7864,604,"P4"
"34752",83,"PTx",0.8011,604,"P4"
"34753",2.5,"PTx",0.4416,605,"P4"
"34754",6,"PTx",0.4287,605,"P4"
"34755",9.5,"PTx",0.4275,605,"P4"
"34756",13,"PTx",0.4267,605,"P4"
"34757",16.5,"PTx",0.4168,605,"P4"
"34758",20,"PTx",0.4174,605,"P4"
"34759",23.5,"PTx",0.4033,605,"P4"
"34760",27,"PTx",0.4443,605,"P4"
"34761",30.5,"PTx",0.5824,605,"P4"
"34762",34,"PTx",0.6773,605,"P4"
"34763",37.5,"PTx",0.6792,605,"P4"
"34764",41,"PTx",0.672,605,"P4"
"34765",44.5,"PTx",0.673,605,"P4"
"34766",48,"PTx",0.7205,605,"P4"
"34767",51.5,"PTx",0.713,605,"P4"
"34768",55,"PTx",0.688,605,"P4"
"34769",58.5,"PTx",0.6779,605,"P4"
"34770",62,"PTx",0.6565,605,"P4"
"34771",65.5,"PTx",0.594,605,"P4"
"34772",69,"PTx",0.5821,605,"P4"
"34773",72.5,"PTx",0.6282,605,"P4"
"34774",76,"PTx",0.621,605,"P4"
"34775",79.5,"PTx",0.5694,605,"P4"
"34776",83,"PTx",0.5621,605,"P4"
"34777",2.5,"PTx",0.5087,606,"P4"
"34778",6,"PTx",0.5179,606,"P4"
"34779",9.5,"PTx",0.5809,606,"P4"
"34780",13,"PTx",0.5762,606,"P4"
"34781",16.5,"PTx",0.52,606,"P4"
"34782",20,"PTx",0.5149,606,"P4"
"34783",23.5,"PTx",0.5456,606,"P4"
"34784",27,"PTx",0.7572,606,"P4"
"34785",30.5,"PTx",1.1839,606,"P4"
"34786",34,"PTx",0.9184,606,"P4"
"34787",37.5,"PTx",0.8286,606,"P4"
"34788",41,"PTx",0.8454,606,"P4"
"34789",44.5,"PTx",0.9815,606,"P4"
"34790",48,"PTx",0.8806,606,"P4"
"34791",51.5,"PTx",0.8326,606,"P4"
"34792",55,"PTx",1.0139,606,"P4"
"34793",58.5,"PTx",0.9961,606,"P4"
"34794",62,"PTx",0.9648,606,"P4"
"34795",65.5,"PTx",0.8209,606,"P4"
"34796",69,"PTx",0.7892,606,"P4"
"34797",72.5,"PTx",0.7109,606,"P4"
"34798",76,"PTx",0.7849,606,"P4"
"34799",79.5,"PTx",0.7856,606,"P4"
"34800",83,"PTx",0.7917,606,"P4"
"34801",2.5,"PTx",0.4076,607,"P4"
"34802",6,"PTx",0.3945,607,"P4"
"34803",9.5,"PTx",0.3728,607,"P4"
"34804",13,"PTx",0.3641,607,"P4"
"34805",16.5,"PTx",0.3704,607,"P4"
"34806",20,"PTx",0.3711,607,"P4"
"34807",23.5,"PTx",0.3293,607,"P4"
"34808",27,"PTx",0.3839,607,"P4"
"34809",30.5,"PTx",0.5155,607,"P4"
"34810",34,"PTx",0.6266,607,"P4"
"34811",37.5,"PTx",0.6819,607,"P4"
"34812",41,"PTx",0.7229,607,"P4"
"34813",44.5,"PTx",0.7885,607,"P4"
"34814",48,"PTx",0.8598,607,"P4"
"34815",51.5,"PTx",0.8667,607,"P4"
"34816",55,"PTx",0.843,607,"P4"
"34817",58.5,"PTx",0.886,607,"P4"
"34818",62,"PTx",0.9643,607,"P4"
"34819",65.5,"PTx",0.935,607,"P4"
"34820",69,"PTx",0.8195,607,"P4"
"34821",72.5,"PTx",0.8487,607,"P4"
"34822",76,"PTx",0.7932,607,"P4"
"34823",79.5,"PTx",0.7044,607,"P4"
"34824",83,"PTx",0.6104,607,"P4"
"34825",2.5,"PTx",0.3824,610,"P4"
"34826",6,"PTx",0.3595,610,"P4"
"34827",9.5,"PTx",0.376,610,"P4"
"34828",13,"PTx",0.3674,610,"P4"
"34829",16.5,"PTx",0.3877,610,"P4"
"34830",20,"PTx",0.3405,610,"P4"
"34831",23.5,"PTx",0.3439,610,"P4"
"34832",27,"PTx",0.3982,610,"P4"
"34833",30.5,"PTx",0.4729,610,"P4"
"34834",34,"PTx",0.4937,610,"P4"
"34835",37.5,"PTx",0.4716,610,"P4"
"34836",41,"PTx",0.5353,610,"P4"
"34837",44.5,"PTx",0.5437,610,"P4"
"34838",48,"PTx",0.6137,610,"P4"
"34839",51.5,"PTx",0.6657,610,"P4"
"34840",55,"PTx",0.6823,610,"P4"
"34841",58.5,"PTx",0.6604,610,"P4"
"34842",62,"PTx",0.6061,610,"P4"
"34843",65.5,"PTx",0.6107,610,"P4"
"34844",69,"PTx",0.5892,610,"P4"
"34845",72.5,"PTx",0.5962,610,"P4"
"34846",76,"PTx",0.5963,610,"P4"
"34847",79.5,"PTx",0.6134,610,"P4"
"34848",83,"PTx",0.6583,610,"P4"
"34849",2.5,"PTx",0.435,613,"P4"
"34850",6,"PTx",0.4476,613,"P4"
"34851",9.5,"PTx",0.4404,613,"P4"
"34852",13,"PTx",0.4097,613,"P4"
"34853",16.5,"PTx",0.4294,613,"P4"
"34854",20,"PTx",0.4145,613,"P4"
"34855",23.5,"PTx",0.4686,613,"P4"
"34856",27,"PTx",0.4584,613,"P4"
"34857",30.5,"PTx",0.5066,613,"P4"
"34858",34,"PTx",0.5801,613,"P4"
"34859",37.5,"PTx",0.5995,613,"P4"
"34860",41,"PTx",0.6021,613,"P4"
"34861",44.5,"PTx",0.6461,613,"P4"
"34862",48,"PTx",0.7303,613,"P4"
"34863",51.5,"PTx",0.7021,613,"P4"
"34864",55,"PTx",0.6905,613,"P4"
"34865",58.5,"PTx",0.7198,613,"P4"
"34866",62,"PTx",0.6882,613,"P4"
"34867",65.5,"PTx",0.6492,613,"P4"
"34868",69,"PTx",0.6675,613,"P4"
"34869",72.5,"PTx",0.6106,613,"P4"
"34870",76,"PTx",0.605,613,"P4"
"34871",79.5,"PTx",0.6517,613,"P4"
"34872",83,"PTx",0.6182,613,"P4"
"34873",2.5,"PTx",0.3509,616,"P4"
"34874",6,"PTx",0.3302,616,"P4"
"34875",9.5,"PTx",0.3282,616,"P4"
"34876",13,"PTx",0.301,616,"P4"
"34877",16.5,"PTx",0.3241,616,"P4"
"34878",20,"PTx",0.2996,616,"P4"
"34879",23.5,"PTx",0.3179,616,"P4"
"34880",27,"PTx",0.3373,616,"P4"
"34881",30.5,"PTx",0.4669,616,"P4"
"34882",34,"PTx",0.5142,616,"P4"
"34883",37.5,"PTx",0.4894,616,"P4"
"34884",41,"PTx",0.464,616,"P4"
"34885",44.5,"PTx",0.4892,616,"P4"
"34886",48,"PTx",0.5212,616,"P4"
"34887",51.5,"PTx",0.565,616,"P4"
"34888",55,"PTx",0.4761,616,"P4"
"34889",58.5,"PTx",0.4909,616,"P4"
"34890",62,"PTx",0.4786,616,"P4"
"34891",65.5,"PTx",0.5027,616,"P4"
"34892",69,"PTx",0.489,616,"P4"
"34893",72.5,"PTx",0.4766,616,"P4"
"34894",76,"PTx",0.5084,616,"P4"
"34895",79.5,"PTx",0.5559,616,"P4"
"34896",83,"PTx",0.5563,616,"P4"
"34897",2.5,"PTx",0.365,617,"P4"
"34898",6,"PTx",0.3586,617,"P4"
"34899",9.5,"PTx",0.3449,617,"P4"
"34900",13,"PTx",0.3278,617,"P4"
"34901",16.5,"PTx",0.3583,617,"P4"
"34902",20,"PTx",0.3679,617,"P4"
"34903",23.5,"PTx",0.3356,617,"P4"
"34904",27,"PTx",0.4198,617,"P4"
"34905",30.5,"PTx",0.5301,617,"P4"
"34906",34,"PTx",0.6327,617,"P4"
"34907",37.5,"PTx",0.7973,617,"P4"
"34908",41,"PTx",0.7808,617,"P4"
"34909",44.5,"PTx",0.9069,617,"P4"
"34910",48,"PTx",0.7155,617,"P4"
"34911",51.5,"PTx",0.9509,617,"P4"
"34912",55,"PTx",0.6932,617,"P4"
"34913",58.5,"PTx",0.6498,617,"P4"
"34914",62,"PTx",0.6234,617,"P4"
"34915",65.5,"PTx",0.623,617,"P4"
"34916",69,"PTx",0.6075,617,"P4"
"34917",72.5,"PTx",0.5686,617,"P4"
"34918",76,"PTx",0.5164,617,"P4"
"34919",79.5,"PTx",0.491,617,"P4"
"34920",83,"PTx",0.4078,617,"P4"
"34921",2.5,"PTx",0.4969,619,"P4"
"34922",6,"PTx",0.4997,619,"P4"
"34923",9.5,"PTx",0.5254,619,"P4"
"34924",13,"PTx",0.4918,619,"P4"
"34925",16.5,"PTx",0.504,619,"P4"
"34926",20,"PTx",0.4837,619,"P4"
"34927",23.5,"PTx",0.4881,619,"P4"
"34928",27,"PTx",0.4676,619,"P4"
"34929",30.5,"PTx",0.5624,619,"P4"
"34930",34,"PTx",0.5818,619,"P4"
"34931",37.5,"PTx",0.5644,619,"P4"
"34932",41,"PTx",0.5636,619,"P4"
"34933",44.5,"PTx",0.6156,619,"P4"
"34934",48,"PTx",0.7044,619,"P4"
"34935",51.5,"PTx",0.6962,619,"P4"
"34936",55,"PTx",0.6519,619,"P4"
"34937",58.5,"PTx",0.6734,619,"P4"
"34938",62,"PTx",0.6483,619,"P4"
"34939",65.5,"PTx",0.6974,619,"P4"
"34940",69,"PTx",0.664,619,"P4"
"34941",72.5,"PTx",0.6378,619,"P4"
"34942",76,"PTx",0.6353,619,"P4"
"34943",79.5,"PTx",0.6321,619,"P4"
"34944",83,"PTx",0.6656,619,"P4"
"34945",2.5,"PTx",0.4172,620,"P4"
"34946",6,"PTx",0.4378,620,"P4"
"34947",9.5,"PTx",0.45,620,"P4"
"34948",13,"PTx",0.4967,620,"P4"
"34949",16.5,"PTx",0.4523,620,"P4"
"34950",20,"PTx",0.4559,620,"P4"
"34951",23.5,"PTx",0.4874,620,"P4"
"34952",27,"PTx",0.6285,620,"P4"
"34953",30.5,"PTx",0.7325,620,"P4"
"34954",34,"PTx",0.6727,620,"P4"
"34955",37.5,"PTx",0.628,620,"P4"
"34956",41,"PTx",0.6577,620,"P4"
"34957",44.5,"PTx",0.7645,620,"P4"
"34958",48,"PTx",0.7466,620,"P4"
"34959",51.5,"PTx",0.7515,620,"P4"
"34960",55,"PTx",0.7849,620,"P4"
"34961",58.5,"PTx",0.7667,620,"P4"
"34962",62,"PTx",0.6943,620,"P4"
"34963",65.5,"PTx",0.6629,620,"P4"
"34964",69,"PTx",0.6884,620,"P4"
"34965",72.5,"PTx",0.684,620,"P4"
"34966",76,"PTx",0.6537,620,"P4"
"34967",79.5,"PTx",0.6096,620,"P4"
"34968",83,"PTx",0.6369,620,"P4"
"34969",2.5,"PTx",0.5628,629,"P4"
"34970",6,"PTx",0.5692,629,"P4"
"34971",9.5,"PTx",0.5751,629,"P4"
"34972",13,"PTx",0.6026,629,"P4"
"34973",16.5,"PTx",0.5928,629,"P4"
"34974",20,"PTx",0.5936,629,"P4"
"34975",23.5,"PTx",0.6326,629,"P4"
"34976",27,"PTx",0.6742,629,"P4"
"34977",30.5,"PTx",0.6982,629,"P4"
"34978",34,"PTx",0.7784,629,"P4"
"34979",37.5,"PTx",0.7933,629,"P4"
"34980",41,"PTx",0.8488,629,"P4"
"34981",44.5,"PTx",0.8777,629,"P4"
"34982",48,"PTx",0.8276,629,"P4"
"34983",51.5,"PTx",0.8819,629,"P4"
"34984",55,"PTx",0.8277,629,"P4"
"34985",58.5,"PTx",0.8046,629,"P4"
"34986",62,"PTx",0.7973,629,"P4"
"34987",65.5,"PTx",0.8105,629,"P4"
"34988",69,"PTx",0.7791,629,"P4"
"34989",72.5,"PTx",0.7926,629,"P4"
"34990",76,"PTx",0.7908,629,"P4"
"34991",79.5,"PTx",0.7481,629,"P4"
"34992",83,"PTx",0.7964,629,"P4"
"34993",2.5,"PTx",0.3122,631,"P4"
"34994",6,"PTx",0.3121,631,"P4"
"34995",9.5,"PTx",0.3221,631,"P4"
"34996",13,"PTx",0.329,631,"P4"
"34997",16.5,"PTx",0.3216,631,"P4"
"34998",20,"PTx",0.3088,631,"P4"
"34999",23.5,"PTx",0.2988,631,"P4"
"35000",27,"PTx",0.3557,631,"P4"
"35001",30.5,"PTx",0.4801,631,"P4"
"35002",34,"PTx",0.5141,631,"P4"
"35003",37.5,"PTx",0.5083,631,"P4"
"35004",41,"PTx",0.4998,631,"P4"
"35005",44.5,"PTx",0.5212,631,"P4"
"35006",48,"PTx",0.5581,631,"P4"
"35007",51.5,"PTx",0.6278,631,"P4"
"35008",55,"PTx",0.6083,631,"P4"
"35009",58.5,"PTx",0.6066,631,"P4"
"35010",62,"PTx",0.6248,631,"P4"
"35011",65.5,"PTx",0.632,631,"P4"
"35012",69,"PTx",0.6674,631,"P4"
"35013",72.5,"PTx",0.646,631,"P4"
"35014",76,"PTx",0.6563,631,"P4"
"35015",79.5,"PTx",0.6269,631,"P4"
"35016",83,"PTx",0.6328,631,"P4"
"35017",2.5,"PTx",0.5617,636,"P4"
"35018",6,"PTx",0.5827,636,"P4"
"35019",9.5,"PTx",0.5471,636,"P4"
"35020",13,"PTx",0.5258,636,"P4"
"35021",16.5,"PTx",0.5686,636,"P4"
"35022",20,"PTx",0.6076,636,"P4"
"35023",23.5,"PTx",0.5961,636,"P4"
"35024",27,"PTx",0.8186,636,"P4"
"35025",30.5,"PTx",0.9513,636,"P4"
"35026",34,"PTx",0.9725,636,"P4"
"35027",37.5,"PTx",1.0333,636,"P4"
"35028",41,"PTx",0.9807,636,"P4"
"35029",44.5,"PTx",0.9591,636,"P4"
"35030",48,"PTx",0.9972,636,"P4"
"35031",51.5,"PTx",0.8829,636,"P4"
"35032",55,"PTx",0.8499,636,"P4"
"35033",58.5,"PTx",0.8635,636,"P4"
"35034",62,"PTx",0.8592,636,"P4"
"35035",65.5,"PTx",0.8544,636,"P4"
"35036",69,"PTx",0.8839,636,"P4"
"35037",72.5,"PTx",0.8421,636,"P4"
"35038",76,"PTx",0.7636,636,"P4"
"35039",79.5,"PTx",0.7456,636,"P4"
"35040",83,"PTx",0.7548,636,"P4"
"35041",2.5,"PTx",0.3815,637,"P4"
"35042",6,"PTx",0.3938,637,"P4"
"35043",9.5,"PTx",0.374,637,"P4"
"35044",13,"PTx",0.3819,637,"P4"
"35045",16.5,"PTx",0.3895,637,"P4"
"35046",20,"PTx",0.3908,637,"P4"
"35047",23.5,"PTx",0.4538,637,"P4"
"35048",27,"PTx",0.4214,637,"P4"
"35049",30.5,"PTx",0.4834,637,"P4"
"35050",34,"PTx",0.5266,637,"P4"
"35051",37.5,"PTx",0.5392,637,"P4"
"35052",41,"PTx",0.5485,637,"P4"
"35053",44.5,"PTx",0.5772,637,"P4"
"35054",48,"PTx",0.5966,637,"P4"
"35055",51.5,"PTx",0.5702,637,"P4"
"35056",55,"PTx",0.5742,637,"P4"
"35057",58.5,"PTx",0.569,637,"P4"
"35058",62,"PTx",0.5656,637,"P4"
"35059",65.5,"PTx",0.5575,637,"P4"
"35060",69,"PTx",0.5412,637,"P4"
"35061",72.5,"PTx",0.5417,637,"P4"
"35062",76,"PTx",0.5295,637,"P4"
"35063",79.5,"PTx",0.521,637,"P4"
"35064",83,"PTx",0.5277,637,"P4"
"35065",2.5,"PTx",0.594,641,"P4"
"35066",6,"PTx",0.5924,641,"P4"
"35067",9.5,"PTx",0.5877,641,"P4"
"35068",13,"PTx",0.5781,641,"P4"
"35069",16.5,"PTx",0.5741,641,"P4"
"35070",20,"PTx",0.5722,641,"P4"
"35071",23.5,"PTx",0.6798,641,"P4"
"35072",27,"PTx",0.7736,641,"P4"
"35073",30.5,"PTx",0.7195,641,"P4"
"35074",34,"PTx",0.7218,641,"P4"
"35075",37.5,"PTx",0.7296,641,"P4"
"35076",41,"PTx",0.7584,641,"P4"
"35077",44.5,"PTx",0.7501,641,"P4"
"35078",48,"PTx",0.6941,641,"P4"
"35079",51.5,"PTx",0.6439,641,"P4"
"35080",55,"PTx",0.6198,641,"P4"
"35081",58.5,"PTx",0.6202,641,"P4"
"35082",62,"PTx",0.624,641,"P4"
"35083",65.5,"PTx",0.6046,641,"P4"
"35084",69,"PTx",0.5804,641,"P4"
"35085",72.5,"PTx",0.6179,641,"P4"
"35086",76,"PTx",0.6348,641,"P4"
"35087",79.5,"PTx",0.6338,641,"P4"
"35088",83,"PTx",0.6712,641,"P4"
"35089",2.5,"PTx",0.3588,642,"P4"
"35090",6,"PTx",0.361,642,"P4"
"35091",9.5,"PTx",0.3862,642,"P4"
"35092",13,"PTx",0.3633,642,"P4"
"35093",16.5,"PTx",0.369,642,"P4"
"35094",20,"PTx",0.3521,642,"P4"
"35095",23.5,"PTx",0.3934,642,"P4"
"35096",27,"PTx",0.5694,642,"P4"
"35097",30.5,"PTx",0.6537,642,"P4"
"35098",34,"PTx",0.6723,642,"P4"
"35099",37.5,"PTx",0.6356,642,"P4"
"35100",41,"PTx",0.6657,642,"P4"
"35101",44.5,"PTx",0.7001,642,"P4"
"35102",48,"PTx",0.736,642,"P4"
"35103",51.5,"PTx",0.661,642,"P4"
"35104",55,"PTx",0.6309,642,"P4"
"35105",58.5,"PTx",0.6066,642,"P4"
"35106",62,"PTx",0.5936,642,"P4"
"35107",65.5,"PTx",0.5842,642,"P4"
"35108",69,"PTx",0.5957,642,"P4"
"35109",72.5,"PTx",0.642,642,"P4"
"35110",76,"PTx",0.6182,642,"P4"
"35111",79.5,"PTx",0.5774,642,"P4"
"35112",83,"PTx",0.5715,642,"P4"
"35113",2.5,"PTx",0.5819,644,"P4"
"35114",6,"PTx",0.5739,644,"P4"
"35115",9.5,"PTx",0.5353,644,"P4"
"35116",13,"PTx",0.5334,644,"P4"
"35117",16.5,"PTx",0.5595,644,"P4"
"35118",20,"PTx",0.56,644,"P4"
"35119",23.5,"PTx",0.5191,644,"P4"
"35120",27,"PTx",0.6154,644,"P4"
"35121",30.5,"PTx",0.8323,644,"P4"
"35122",34,"PTx",0.8511,644,"P4"
"35123",37.5,"PTx",0.7651,644,"P4"
"35124",41,"PTx",0.869,644,"P4"
"35125",44.5,"PTx",1.0272,644,"P4"
"35126",48,"PTx",0.9488,644,"P4"
"35127",51.5,"PTx",0.9429,644,"P4"
"35128",55,"PTx",1.0592,644,"P4"
"35129",58.5,"PTx",1.1396,644,"P4"
"35130",62,"PTx",0.9752,644,"P4"
"35131",65.5,"PTx",0.8777,644,"P4"
"35132",69,"PTx",0.9312,644,"P4"
"35133",72.5,"PTx",0.9349,644,"P4"
"35134",76,"PTx",1.0104,644,"P4"
"35135",79.5,"PTx",0.9859,644,"P4"
"35136",83,"PTx",0.9261,644,"P4"
"35137",2.5,"PTx",0.4087,646,"P4"
"35138",6,"PTx",0.3952,646,"P4"
"35139",9.5,"PTx",0.3949,646,"P4"
"35140",13,"PTx",0.3949,646,"P4"
"35141",16.5,"PTx",0.3875,646,"P4"
"35142",20,"PTx",0.3558,646,"P4"
"35143",23.5,"PTx",0.3786,646,"P4"
"35144",27,"PTx",0.4484,646,"P4"
"35145",30.5,"PTx",0.6497,646,"P4"
"35146",34,"PTx",0.6581,646,"P4"
"35147",37.5,"PTx",0.6315,646,"P4"
"35148",41,"PTx",0.6549,646,"P4"
"35149",44.5,"PTx",0.7153,646,"P4"
"35150",48,"PTx",0.7375,646,"P4"
"35151",51.5,"PTx",0.7239,646,"P4"
"35152",55,"PTx",0.7702,646,"P4"
"35153",58.5,"PTx",0.7836,646,"P4"
"35154",62,"PTx",0.7719,646,"P4"
"35155",65.5,"PTx",0.7815,646,"P4"
"35156",69,"PTx",0.7318,646,"P4"
"35157",72.5,"PTx",0.6919,646,"P4"
"35158",76,"PTx",0.6985,646,"P4"
"35159",79.5,"PTx",0.7395,646,"P4"
"35160",83,"PTx",0.749,646,"P4"
"35161",2.5,"PTx",0.4509,648,"P4"
"35162",6,"PTx",0.4517,648,"P4"
"35163",9.5,"PTx",0.4748,648,"P4"
"35164",13,"PTx",0.4446,648,"P4"
"35165",16.5,"PTx",0.4956,648,"P4"
"35166",20,"PTx",0.4648,648,"P4"
"35167",23.5,"PTx",0.5831,648,"P4"
"35168",27,"PTx",0.5793,648,"P4"
"35169",30.5,"PTx",0.6428,648,"P4"
"35170",34,"PTx",0.6639,648,"P4"
"35171",37.5,"PTx",0.671,648,"P4"
"35172",41,"PTx",0.6565,648,"P4"
"35173",44.5,"PTx",0.6975,648,"P4"
"35174",48,"PTx",0.635,648,"P4"
"35175",51.5,"PTx",0.6373,648,"P4"
"35176",55,"PTx",0.726,648,"P4"
"35177",58.5,"PTx",0.7327,648,"P4"
"35178",62,"PTx",0.7556,648,"P4"
"35179",65.5,"PTx",0.6969,648,"P4"
"35180",69,"PTx",0.7487,648,"P4"
"35181",72.5,"PTx",0.6509,648,"P4"
"35182",76,"PTx",0.6453,648,"P4"
"35183",79.5,"PTx",0.6343,648,"P4"
"35184",83,"PTx",0.7001,648,"P4"
"35185",2.5,"PTx",0.2694,649,"P4"
"35186",6,"PTx",0.2705,649,"P4"
"35187",9.5,"PTx",0.2639,649,"P4"
"35188",13,"PTx",0.2731,649,"P4"
"35189",16.5,"PTx",0.2623,649,"P4"
"35190",20,"PTx",0.2583,649,"P4"
"35191",23.5,"PTx",0.279,649,"P4"
"35192",27,"PTx",0.4105,649,"P4"
