"","Time_in_min","Inhibitor","CN_ERK","Object","Slide"
"106140",41,"ymptx",0.7986,628,"P2"
"106141",44.5,"ymptx",0.8229,628,"P2"
"106142",48,"ymptx",0.8482,628,"P2"
"106143",51.5,"ymptx",0.8546,628,"P2"
"106144",55,"ymptx",0.7967,628,"P2"
"106145",58.5,"ymptx",0.7566,628,"P2"
"106146",62,"ymptx",0.7092,628,"P2"
"106147",65.5,"ymptx",0.7478,628,"P2"
"106148",69,"ymptx",0.8268,628,"P2"
"106149",72.5,"ymptx",0.7926,628,"P2"
"106150",76,"ymptx",0.8298,628,"P2"
"106151",79.5,"ymptx",0.8025,628,"P2"
"106152",83,"ymptx",0.8032,628,"P2"
"106153",2.5,"ymptx",0.2357,629,"P2"
"106154",6,"ymptx",0.2188,629,"P2"
"106155",9.5,"ymptx",0.2125,629,"P2"
"106156",13,"ymptx",0.219,629,"P2"
"106157",16.5,"ymptx",0.2398,629,"P2"
"106158",20,"ymptx",0.2315,629,"P2"
"106159",23.5,"ymptx",0.2315,629,"P2"
"106160",27,"ymptx",0.2941,629,"P2"
"106161",30.5,"ymptx",0.3247,629,"P2"
"106162",34,"ymptx",0.4105,629,"P2"
"106163",37.5,"ymptx",0.4879,629,"P2"
"106164",41,"ymptx",0.5592,629,"P2"
"106165",44.5,"ymptx",0.5827,629,"P2"
"106166",48,"ymptx",0.5646,629,"P2"
"106167",51.5,"ymptx",0.5894,629,"P2"
"106168",55,"ymptx",0.5304,629,"P2"
"106169",58.5,"ymptx",0.5423,629,"P2"
"106170",62,"ymptx",0.5208,629,"P2"
"106171",65.5,"ymptx",0.5284,629,"P2"
"106172",69,"ymptx",0.5025,629,"P2"
"106173",72.5,"ymptx",0.4988,629,"P2"
"106174",76,"ymptx",0.49,629,"P2"
"106175",79.5,"ymptx",0.4925,629,"P2"
"106176",83,"ymptx",0.5019,629,"P2"
"106177",2.5,"ymptx",0.18,631,"P2"
"106178",6,"ymptx",0.1855,631,"P2"
"106179",9.5,"ymptx",0.1797,631,"P2"
"106180",13,"ymptx",0.1873,631,"P2"
"106181",16.5,"ymptx",0.1891,631,"P2"
"106182",20,"ymptx",0.1879,631,"P2"
"106183",23.5,"ymptx",0.1879,631,"P2"
"106184",27,"ymptx",0.2153,631,"P2"
"106185",30.5,"ymptx",0.2512,631,"P2"
"106186",34,"ymptx",0.2946,631,"P2"
"106187",37.5,"ymptx",0.3886,631,"P2"
"106188",41,"ymptx",0.4642,631,"P2"
"106189",44.5,"ymptx",0.4804,631,"P2"
"106190",48,"ymptx",0.5315,631,"P2"
"106191",51.5,"ymptx",0.5055,631,"P2"
"106192",55,"ymptx",0.523,631,"P2"
"106193",58.5,"ymptx",0.5456,631,"P2"
"106194",62,"ymptx",0.5245,631,"P2"
"106195",65.5,"ymptx",0.5051,631,"P2"
"106196",69,"ymptx",0.4986,631,"P2"
"106197",72.5,"ymptx",0.4671,631,"P2"
"106198",76,"ymptx",0.4669,631,"P2"
"106199",79.5,"ymptx",0.4748,631,"P2"
"106200",83,"ymptx",0.4484,631,"P2"
"106201",2.5,"ymptx",0.4127,635,"P2"
"106202",6,"ymptx",0.4409,635,"P2"
"106203",9.5,"ymptx",0.4803,635,"P2"
"106204",13,"ymptx",0.4859,635,"P2"
"106205",16.5,"ymptx",0.48,635,"P2"
"106206",20,"ymptx",0.4996,635,"P2"
"106207",23.5,"ymptx",0.4996,635,"P2"
"106208",27,"ymptx",0.5599,635,"P2"
"106209",30.5,"ymptx",0.7964,635,"P2"
"106210",34,"ymptx",1.0149,635,"P2"
"106211",37.5,"ymptx",1.1437,635,"P2"
"106212",41,"ymptx",1.1547,635,"P2"
"106213",44.5,"ymptx",1.058,635,"P2"
"106214",48,"ymptx",1.1937,635,"P2"
"106215",51.5,"ymptx",1.1757,635,"P2"
"106216",55,"ymptx",1.2061,635,"P2"
"106217",58.5,"ymptx",1.1771,635,"P2"
"106218",62,"ymptx",1.2205,635,"P2"
"106219",65.5,"ymptx",1.3359,635,"P2"
"106220",69,"ymptx",1.2164,635,"P2"
"106221",72.5,"ymptx",1.245,635,"P2"
"106222",76,"ymptx",1.195,635,"P2"
"106223",79.5,"ymptx",1.0992,635,"P2"
"106224",83,"ymptx",1.0031,635,"P2"
"106225",2.5,"ymptx",0.2339,637,"P2"
"106226",6,"ymptx",0.2442,637,"P2"
"106227",9.5,"ymptx",0.23,637,"P2"
"106228",13,"ymptx",0.2291,637,"P2"
"106229",16.5,"ymptx",0.2284,637,"P2"
"106230",20,"ymptx",0.2304,637,"P2"
"106231",23.5,"ymptx",0.2304,637,"P2"
"106232",27,"ymptx",0.2429,637,"P2"
"106233",30.5,"ymptx",0.2883,637,"P2"
"106234",34,"ymptx",0.3469,637,"P2"
"106235",37.5,"ymptx",0.4037,637,"P2"
"106236",41,"ymptx",0.4142,637,"P2"
"106237",44.5,"ymptx",0.4564,637,"P2"
"106238",48,"ymptx",0.484,637,"P2"
"106239",51.5,"ymptx",0.4872,637,"P2"
"106240",55,"ymptx",0.4841,637,"P2"
"106241",58.5,"ymptx",0.4698,637,"P2"
"106242",62,"ymptx",0.4284,637,"P2"
"106243",65.5,"ymptx",0.4488,637,"P2"
"106244",69,"ymptx",0.451,637,"P2"
"106245",72.5,"ymptx",0.4406,637,"P2"
"106246",76,"ymptx",0.4416,637,"P2"
"106247",79.5,"ymptx",0.4419,637,"P2"
"106248",83,"ymptx",0.4731,637,"P2"
"106249",2.5,"ymptx",0.4635,638,"P2"
"106250",6,"ymptx",0.4907,638,"P2"
"106251",9.5,"ymptx",0.4897,638,"P2"
"106252",13,"ymptx",0.4827,638,"P2"
"106253",16.5,"ymptx",0.4705,638,"P2"
"106254",20,"ymptx",0.4863,638,"P2"
"106255",23.5,"ymptx",0.4863,638,"P2"
"106256",27,"ymptx",0.5427,638,"P2"
"106257",30.5,"ymptx",0.5447,638,"P2"
"106258",34,"ymptx",0.5193,638,"P2"
"106259",37.5,"ymptx",0.5217,638,"P2"
"106260",41,"ymptx",0.5477,638,"P2"
"106261",44.5,"ymptx",0.5759,638,"P2"
"106262",48,"ymptx",0.5988,638,"P2"
"106263",51.5,"ymptx",0.6259,638,"P2"
"106264",55,"ymptx",0.6549,638,"P2"
"106265",58.5,"ymptx",0.7085,638,"P2"
"106266",62,"ymptx",0.6961,638,"P2"
"106267",65.5,"ymptx",0.6972,638,"P2"
"106268",69,"ymptx",0.7347,638,"P2"
"106269",72.5,"ymptx",0.7476,638,"P2"
"106270",76,"ymptx",0.6983,638,"P2"
"106271",79.5,"ymptx",0.6779,638,"P2"
"106272",83,"ymptx",0.7272,638,"P2"
"106273",2.5,"ymptx",0.5368,64,"P2"
"106274",6,"ymptx",0.5889,64,"P2"
"106275",9.5,"ymptx",0.5292,64,"P2"
"106276",13,"ymptx",0.5186,64,"P2"
"106277",16.5,"ymptx",0.5414,64,"P2"
"106278",20,"ymptx",0.5592,64,"P2"
"106279",23.5,"ymptx",0.5592,64,"P2"
"106280",27,"ymptx",0.7283,64,"P2"
"106281",30.5,"ymptx",0.7739,64,"P2"
"106282",34,"ymptx",0.9425,64,"P2"
"106283",37.5,"ymptx",1.1317,64,"P2"
"106284",41,"ymptx",1.1702,64,"P2"
"106285",44.5,"ymptx",1.1738,64,"P2"
"106286",48,"ymptx",1.1332,64,"P2"
"106287",51.5,"ymptx",1.0538,64,"P2"
"106288",55,"ymptx",0.9791,64,"P2"
"106289",58.5,"ymptx",0.8782,64,"P2"
"106290",62,"ymptx",0.7958,64,"P2"
"106291",65.5,"ymptx",0.7333,64,"P2"
"106292",69,"ymptx",0.7164,64,"P2"
"106293",72.5,"ymptx",0.7305,64,"P2"
"106294",76,"ymptx",0.7496,64,"P2"
"106295",79.5,"ymptx",0.7699,64,"P2"
"106296",83,"ymptx",0.7832,64,"P2"
"106297",2.5,"ymptx",0.3699,652,"P2"
"106298",6,"ymptx",0.3584,652,"P2"
"106299",9.5,"ymptx",0.3659,652,"P2"
"106300",13,"ymptx",0.3599,652,"P2"
"106301",16.5,"ymptx",0.3434,652,"P2"
"106302",20,"ymptx",0.3487,652,"P2"
"106303",23.5,"ymptx",0.3487,652,"P2"
"106304",27,"ymptx",0.3373,652,"P2"
"106305",30.5,"ymptx",0.3926,652,"P2"
"106306",34,"ymptx",0.4299,652,"P2"
"106307",37.5,"ymptx",0.4803,652,"P2"
"106308",41,"ymptx",0.4913,652,"P2"
"106309",44.5,"ymptx",0.4915,652,"P2"
"106310",48,"ymptx",0.4685,652,"P2"
"106311",51.5,"ymptx",0.5025,652,"P2"
"106312",55,"ymptx",0.5372,652,"P2"
"106313",58.5,"ymptx",0.5517,652,"P2"
"106314",62,"ymptx",0.4928,652,"P2"
"106315",65.5,"ymptx",0.5218,652,"P2"
"106316",69,"ymptx",0.4947,652,"P2"
"106317",72.5,"ymptx",0.5054,652,"P2"
"106318",76,"ymptx",0.4993,652,"P2"
"106319",79.5,"ymptx",0.4829,652,"P2"
"106320",83,"ymptx",0.4748,652,"P2"
"106321",2.5,"ymptx",0.2513,653,"P2"
"106322",6,"ymptx",0.267,653,"P2"
"106323",9.5,"ymptx",0.2483,653,"P2"
"106324",13,"ymptx",0.2656,653,"P2"
"106325",16.5,"ymptx",0.2725,653,"P2"
"106326",20,"ymptx",0.2715,653,"P2"
"106327",23.5,"ymptx",0.2715,653,"P2"
"106328",27,"ymptx",0.4273,653,"P2"
"106329",30.5,"ymptx",0.4131,653,"P2"
"106330",34,"ymptx",0.5194,653,"P2"
"106331",37.5,"ymptx",0.7276,653,"P2"
"106332",41,"ymptx",0.8173,653,"P2"
"106333",44.5,"ymptx",0.7431,653,"P2"
"106334",48,"ymptx",0.7362,653,"P2"
"106335",51.5,"ymptx",0.69,653,"P2"
"106336",55,"ymptx",0.722,653,"P2"
"106337",58.5,"ymptx",0.675,653,"P2"
"106338",62,"ymptx",0.7502,653,"P2"
"106339",65.5,"ymptx",0.7036,653,"P2"
"106340",69,"ymptx",0.721,653,"P2"
"106341",72.5,"ymptx",0.7801,653,"P2"
"106342",76,"ymptx",0.8525,653,"P2"
"106343",79.5,"ymptx",0.7378,653,"P2"
"106344",83,"ymptx",0.737,653,"P2"
"106345",2.5,"ymptx",0.4445,656,"P2"
"106346",6,"ymptx",0.4453,656,"P2"
"106347",9.5,"ymptx",0.4414,656,"P2"
"106348",13,"ymptx",0.4626,656,"P2"
"106349",16.5,"ymptx",0.4463,656,"P2"
"106350",20,"ymptx",0.4474,656,"P2"
"106351",23.5,"ymptx",0.4474,656,"P2"
"106352",27,"ymptx",0.4893,656,"P2"
"106353",30.5,"ymptx",0.5762,656,"P2"
"106354",34,"ymptx",0.6596,656,"P2"
"106355",37.5,"ymptx",0.6805,656,"P2"
"106356",41,"ymptx",0.6325,656,"P2"
"106357",44.5,"ymptx",0.6056,656,"P2"
"106358",48,"ymptx",0.59,656,"P2"
"106359",51.5,"ymptx",0.5844,656,"P2"
"106360",55,"ymptx",0.5597,656,"P2"
"106361",58.5,"ymptx",0.539,656,"P2"
"106362",62,"ymptx",0.5156,656,"P2"
"106363",65.5,"ymptx",0.5107,656,"P2"
"106364",69,"ymptx",0.5177,656,"P2"
"106365",72.5,"ymptx",0.4993,656,"P2"
"106366",76,"ymptx",0.4482,656,"P2"
"106367",79.5,"ymptx",0.4639,656,"P2"
"106368",83,"ymptx",0.5076,656,"P2"
"106369",2.5,"ymptx",0.3012,657,"P2"
"106370",6,"ymptx",0.2941,657,"P2"
"106371",9.5,"ymptx",0.3055,657,"P2"
"106372",13,"ymptx",0.2879,657,"P2"
"106373",16.5,"ymptx",0.2818,657,"P2"
"106374",20,"ymptx",0.2889,657,"P2"
"106375",23.5,"ymptx",0.2889,657,"P2"
"106376",27,"ymptx",0.2881,657,"P2"
"106377",30.5,"ymptx",0.2938,657,"P2"
"106378",34,"ymptx",0.3185,657,"P2"
"106379",37.5,"ymptx",0.3062,657,"P2"
"106380",41,"ymptx",0.3045,657,"P2"
"106381",44.5,"ymptx",0.3107,657,"P2"
"106382",48,"ymptx",0.3393,657,"P2"
"106383",51.5,"ymptx",0.3474,657,"P2"
"106384",55,"ymptx",0.3641,657,"P2"
"106385",58.5,"ymptx",0.4019,657,"P2"
"106386",62,"ymptx",0.4028,657,"P2"
"106387",65.5,"ymptx",0.4005,657,"P2"
"106388",69,"ymptx",0.4135,657,"P2"
"106389",72.5,"ymptx",0.4678,657,"P2"
"106390",76,"ymptx",0.5068,657,"P2"
"106391",79.5,"ymptx",0.531,657,"P2"
"106392",83,"ymptx",0.5136,657,"P2"
"106393",2.5,"ymptx",0.5701,662,"P2"
"106394",6,"ymptx",0.554,662,"P2"
"106395",9.5,"ymptx",0.5356,662,"P2"
"106396",13,"ymptx",0.5463,662,"P2"
"106397",16.5,"ymptx",0.5851,662,"P2"
"106398",20,"ymptx",0.5558,662,"P2"
"106399",23.5,"ymptx",0.5558,662,"P2"
"106400",27,"ymptx",0.4954,662,"P2"
"106401",30.5,"ymptx",0.5377,662,"P2"
"106402",34,"ymptx",0.7603,662,"P2"
"106403",37.5,"ymptx",0.8054,662,"P2"
"106404",41,"ymptx",0.7874,662,"P2"
"106405",44.5,"ymptx",0.8128,662,"P2"
"106406",48,"ymptx",0.8788,662,"P2"
"106407",51.5,"ymptx",0.9457,662,"P2"
"106408",55,"ymptx",0.8894,662,"P2"
"106409",58.5,"ymptx",0.8935,662,"P2"
"106410",62,"ymptx",0.8011,662,"P2"
"106411",65.5,"ymptx",0.8357,662,"P2"
"106412",69,"ymptx",0.8568,662,"P2"
"106413",72.5,"ymptx",0.8952,662,"P2"
"106414",76,"ymptx",0.9105,662,"P2"
"106415",79.5,"ymptx",0.9059,662,"P2"
"106416",83,"ymptx",0.9046,662,"P2"
"106417",2.5,"ymptx",0.4615,663,"P2"
"106418",6,"ymptx",0.469,663,"P2"
"106419",9.5,"ymptx",0.4814,663,"P2"
"106420",13,"ymptx",0.45,663,"P2"
"106421",16.5,"ymptx",0.4824,663,"P2"
"106422",20,"ymptx",0.4378,663,"P2"
"106423",23.5,"ymptx",0.4378,663,"P2"
"106424",27,"ymptx",0.4103,663,"P2"
"106425",30.5,"ymptx",0.4554,663,"P2"
"106426",34,"ymptx",0.5386,663,"P2"
"106427",37.5,"ymptx",0.6276,663,"P2"
"106428",41,"ymptx",0.6885,663,"P2"
"106429",44.5,"ymptx",0.6757,663,"P2"
"106430",48,"ymptx",0.6582,663,"P2"
"106431",51.5,"ymptx",0.6501,663,"P2"
"106432",55,"ymptx",0.6247,663,"P2"
"106433",58.5,"ymptx",0.6471,663,"P2"
"106434",62,"ymptx",0.6046,663,"P2"
"106435",65.5,"ymptx",0.5849,663,"P2"
"106436",69,"ymptx",0.5939,663,"P2"
"106437",72.5,"ymptx",0.5594,663,"P2"
"106438",76,"ymptx",0.5483,663,"P2"
"106439",79.5,"ymptx",0.6163,663,"P2"
"106440",83,"ymptx",0.5611,663,"P2"
"106441",2.5,"ymptx",0.3956,664,"P2"
"106442",6,"ymptx",0.3779,664,"P2"
"106443",9.5,"ymptx",0.4046,664,"P2"
"106444",13,"ymptx",0.4047,664,"P2"
"106445",16.5,"ymptx",0.3727,664,"P2"
"106446",20,"ymptx",0.4096,664,"P2"
"106447",23.5,"ymptx",0.4096,664,"P2"
"106448",27,"ymptx",0.3333,664,"P2"
"106449",30.5,"ymptx",0.3534,664,"P2"
"106450",34,"ymptx",0.4273,664,"P2"
"106451",37.5,"ymptx",0.5251,664,"P2"
"106452",41,"ymptx",0.5963,664,"P2"
"106453",44.5,"ymptx",0.6172,664,"P2"
"106454",48,"ymptx",0.608,664,"P2"
"106455",51.5,"ymptx",0.5774,664,"P2"
"106456",55,"ymptx",0.5908,664,"P2"
"106457",58.5,"ymptx",0.5441,664,"P2"
"106458",62,"ymptx",0.5329,664,"P2"
"106459",65.5,"ymptx",0.4998,664,"P2"
"106460",69,"ymptx",0.5042,664,"P2"
"106461",72.5,"ymptx",0.5073,664,"P2"
"106462",76,"ymptx",0.5397,664,"P2"
"106463",79.5,"ymptx",0.5493,664,"P2"
"106464",83,"ymptx",0.5462,664,"P2"
"106465",2.5,"ymptx",0.2636,667,"P2"
"106466",6,"ymptx",0.2624,667,"P2"
"106467",9.5,"ymptx",0.269,667,"P2"
"106468",13,"ymptx",0.2704,667,"P2"
"106469",16.5,"ymptx",0.2571,667,"P2"
"106470",20,"ymptx",0.2581,667,"P2"
"106471",23.5,"ymptx",0.2581,667,"P2"
"106472",27,"ymptx",0.2869,667,"P2"
"106473",30.5,"ymptx",0.3145,667,"P2"
"106474",34,"ymptx",0.3475,667,"P2"
"106475",37.5,"ymptx",0.3664,667,"P2"
"106476",41,"ymptx",0.3802,667,"P2"
"106477",44.5,"ymptx",0.4086,667,"P2"
"106478",48,"ymptx",0.4108,667,"P2"
"106479",51.5,"ymptx",0.3898,667,"P2"
"106480",55,"ymptx",0.3803,667,"P2"
"106481",58.5,"ymptx",0.3942,667,"P2"
"106482",62,"ymptx",0.3818,667,"P2"
"106483",65.5,"ymptx",0.3911,667,"P2"
"106484",69,"ymptx",0.4043,667,"P2"
"106485",72.5,"ymptx",0.4131,667,"P2"
"106486",76,"ymptx",0.4089,667,"P2"
"106487",79.5,"ymptx",0.4256,667,"P2"
"106488",83,"ymptx",0.4256,667,"P2"
"106489",2.5,"ymptx",0.4107,67,"P2"
"106490",6,"ymptx",0.442,67,"P2"
"106491",9.5,"ymptx",0.4664,67,"P2"
"106492",13,"ymptx",0.48,67,"P2"
"106493",16.5,"ymptx",0.4652,67,"P2"
"106494",20,"ymptx",0.4461,67,"P2"
"106495",23.5,"ymptx",0.4461,67,"P2"
"106496",27,"ymptx",0.4576,67,"P2"
"106497",30.5,"ymptx",0.4768,67,"P2"
"106498",34,"ymptx",0.6222,67,"P2"
"106499",37.5,"ymptx",0.8146,67,"P2"
"106500",41,"ymptx",0.8629,67,"P2"
"106501",44.5,"ymptx",0.8883,67,"P2"
"106502",48,"ymptx",0.8679,67,"P2"
"106503",51.5,"ymptx",0.8317,67,"P2"
"106504",55,"ymptx",0.8348,67,"P2"
"106505",58.5,"ymptx",0.8101,67,"P2"
"106506",62,"ymptx",0.7469,67,"P2"
"106507",65.5,"ymptx",0.7458,67,"P2"
"106508",69,"ymptx",0.7241,67,"P2"
"106509",72.5,"ymptx",0.674,67,"P2"
"106510",76,"ymptx",0.6489,67,"P2"
"106511",79.5,"ymptx",0.6868,67,"P2"
"106512",83,"ymptx",0.684,67,"P2"
"106513",2.5,"ymptx",0.5626,672,"P2"
"106514",6,"ymptx",0.5929,672,"P2"
"106515",9.5,"ymptx",0.6325,672,"P2"
"106516",13,"ymptx",0.6281,672,"P2"
"106517",16.5,"ymptx",0.6576,672,"P2"
"106518",20,"ymptx",0.6091,672,"P2"
"106519",23.5,"ymptx",0.6091,672,"P2"
"106520",27,"ymptx",0.7541,672,"P2"
"106521",30.5,"ymptx",1.241,672,"P2"
"106522",34,"ymptx",1.392,672,"P2"
"106523",37.5,"ymptx",1.3615,672,"P2"
"106524",41,"ymptx",1.4372,672,"P2"
"106525",44.5,"ymptx",1.3219,672,"P2"
"106526",48,"ymptx",1.1955,672,"P2"
"106527",51.5,"ymptx",1.1981,672,"P2"
"106528",55,"ymptx",1.1029,672,"P2"
"106529",58.5,"ymptx",1.119,672,"P2"
"106530",62,"ymptx",1.1014,672,"P2"
"106531",65.5,"ymptx",1.1057,672,"P2"
"106532",69,"ymptx",1.1566,672,"P2"
"106533",72.5,"ymptx",1.0751,672,"P2"
"106534",76,"ymptx",1.0384,672,"P2"
"106535",79.5,"ymptx",0.9668,672,"P2"
"106536",83,"ymptx",1.0119,672,"P2"
"106537",2.5,"ymptx",0.3561,676,"P2"
"106538",6,"ymptx",0.3561,676,"P2"
"106539",9.5,"ymptx",0.3487,676,"P2"
"106540",13,"ymptx",0.3297,676,"P2"
"106541",16.5,"ymptx",0.3207,676,"P2"
"106542",20,"ymptx",0.3312,676,"P2"
"106543",23.5,"ymptx",0.3312,676,"P2"
"106544",27,"ymptx",0.3644,676,"P2"
"106545",30.5,"ymptx",0.3746,676,"P2"
"106546",34,"ymptx",0.5168,676,"P2"
"106547",37.5,"ymptx",0.7563,676,"P2"
"106548",41,"ymptx",0.8535,676,"P2"
"106549",44.5,"ymptx",0.9253,676,"P2"
"106550",48,"ymptx",0.7575,676,"P2"
"106551",51.5,"ymptx",0.6978,676,"P2"
"106552",55,"ymptx",0.6692,676,"P2"
"106553",58.5,"ymptx",0.6136,676,"P2"
"106554",62,"ymptx",0.6163,676,"P2"
"106555",65.5,"ymptx",0.6461,676,"P2"
"106556",69,"ymptx",0.6244,676,"P2"
"106557",72.5,"ymptx",0.5666,676,"P2"
"106558",76,"ymptx",0.5629,676,"P2"
"106559",79.5,"ymptx",0.5195,676,"P2"
"106560",83,"ymptx",0.5704,676,"P2"
"106561",2.5,"ymptx",0.3729,680,"P2"
"106562",6,"ymptx",0.4064,680,"P2"
"106563",9.5,"ymptx",0.389,680,"P2"
"106564",13,"ymptx",0.3736,680,"P2"
"106565",16.5,"ymptx",0.3578,680,"P2"
"106566",20,"ymptx",0.3564,680,"P2"
"106567",23.5,"ymptx",0.3564,680,"P2"
"106568",27,"ymptx",0.3536,680,"P2"
"106569",30.5,"ymptx",0.4514,680,"P2"
"106570",34,"ymptx",0.6258,680,"P2"
"106571",37.5,"ymptx",0.798,680,"P2"
"106572",41,"ymptx",0.8957,680,"P2"
"106573",44.5,"ymptx",0.8567,680,"P2"
"106574",48,"ymptx",0.8542,680,"P2"
"106575",51.5,"ymptx",0.7584,680,"P2"
"106576",55,"ymptx",0.729,680,"P2"
"106577",58.5,"ymptx",0.7543,680,"P2"
"106578",62,"ymptx",0.7872,680,"P2"
"106579",65.5,"ymptx",0.8059,680,"P2"
"106580",69,"ymptx",0.7981,680,"P2"
"106581",72.5,"ymptx",0.7709,680,"P2"
"106582",76,"ymptx",0.7806,680,"P2"
"106583",79.5,"ymptx",0.7151,680,"P2"
"106584",83,"ymptx",0.7404,680,"P2"
"106585",2.5,"ymptx",0.4532,682,"P2"
"106586",6,"ymptx",0.522,682,"P2"
"106587",9.5,"ymptx",0.5057,682,"P2"
"106588",13,"ymptx",0.5143,682,"P2"
"106589",16.5,"ymptx",0.5656,682,"P2"
"106590",20,"ymptx",0.5917,682,"P2"
"106591",23.5,"ymptx",0.5917,682,"P2"
"106592",27,"ymptx",0.6694,682,"P2"
"106593",30.5,"ymptx",0.745,682,"P2"
"106594",34,"ymptx",0.8498,682,"P2"
"106595",37.5,"ymptx",0.9183,682,"P2"
"106596",41,"ymptx",0.919,682,"P2"
"106597",44.5,"ymptx",0.8318,682,"P2"
"106598",48,"ymptx",0.9108,682,"P2"
"106599",51.5,"ymptx",0.7566,682,"P2"
"106600",55,"ymptx",0.7426,682,"P2"
"106601",58.5,"ymptx",0.8134,682,"P2"
"106602",62,"ymptx",0.8574,682,"P2"
"106603",65.5,"ymptx",0.9217,682,"P2"
"106604",69,"ymptx",0.8953,682,"P2"
"106605",72.5,"ymptx",0.8442,682,"P2"
"106606",76,"ymptx",0.7683,682,"P2"
"106607",79.5,"ymptx",0.7597,682,"P2"
"106608",83,"ymptx",0.8261,682,"P2"
"106609",2.5,"ymptx",0.2407,683,"P2"
"106610",6,"ymptx",0.2375,683,"P2"
"106611",9.5,"ymptx",0.2458,683,"P2"
"106612",13,"ymptx",0.2459,683,"P2"
"106613",16.5,"ymptx",0.2336,683,"P2"
"106614",20,"ymptx",0.2389,683,"P2"
"106615",23.5,"ymptx",0.2389,683,"P2"
"106616",27,"ymptx",0.2197,683,"P2"
"106617",30.5,"ymptx",0.2253,683,"P2"
"106618",34,"ymptx",0.2356,683,"P2"
"106619",37.5,"ymptx",0.2493,683,"P2"
"106620",41,"ymptx",0.2641,683,"P2"
"106621",44.5,"ymptx",0.2709,683,"P2"
"106622",48,"ymptx",0.2642,683,"P2"
"106623",51.5,"ymptx",0.2852,683,"P2"
"106624",55,"ymptx",0.2479,683,"P2"
"106625",58.5,"ymptx",0.2564,683,"P2"
"106626",62,"ymptx",0.2479,683,"P2"
"106627",65.5,"ymptx",0.269,683,"P2"
"106628",69,"ymptx",0.2742,683,"P2"
"106629",72.5,"ymptx",0.2818,683,"P2"
"106630",76,"ymptx",0.2823,683,"P2"
"106631",79.5,"ymptx",0.2962,683,"P2"
"106632",83,"ymptx",0.3124,683,"P2"
"106633",2.5,"ymptx",0.4018,688,"P2"
"106634",6,"ymptx",0.4139,688,"P2"
"106635",9.5,"ymptx",0.4286,688,"P2"
"106636",13,"ymptx",0.4343,688,"P2"
"106637",16.5,"ymptx",0.431,688,"P2"
"106638",20,"ymptx",0.421,688,"P2"
"106639",23.5,"ymptx",0.421,688,"P2"
"106640",27,"ymptx",0.4029,688,"P2"
"106641",30.5,"ymptx",0.4729,688,"P2"
"106642",34,"ymptx",0.6484,688,"P2"
"106643",37.5,"ymptx",0.6856,688,"P2"
"106644",41,"ymptx",0.7017,688,"P2"
"106645",44.5,"ymptx",0.6235,688,"P2"
"106646",48,"ymptx",0.6628,688,"P2"
"106647",51.5,"ymptx",0.7059,688,"P2"
"106648",55,"ymptx",0.7079,688,"P2"
"106649",58.5,"ymptx",0.6852,688,"P2"
"106650",62,"ymptx",0.7414,688,"P2"
"106651",65.5,"ymptx",0.7816,688,"P2"
"106652",69,"ymptx",0.8292,688,"P2"
"106653",72.5,"ymptx",0.7701,688,"P2"
"106654",76,"ymptx",0.6912,688,"P2"
"106655",79.5,"ymptx",0.633,688,"P2"
"106656",83,"ymptx",0.6809,688,"P2"
"106657",2.5,"ymptx",0.5929,689,"P2"
"106658",6,"ymptx",0.6241,689,"P2"
"106659",9.5,"ymptx",0.5974,689,"P2"
"106660",13,"ymptx",0.5846,689,"P2"
"106661",16.5,"ymptx",0.575,689,"P2"
"106662",20,"ymptx",0.5699,689,"P2"
"106663",23.5,"ymptx",0.5699,689,"P2"
"106664",27,"ymptx",0.5954,689,"P2"
"106665",30.5,"ymptx",0.6778,689,"P2"
"106666",34,"ymptx",0.8529,689,"P2"
"106667",37.5,"ymptx",1.0166,689,"P2"
"106668",41,"ymptx",1.051,689,"P2"
"106669",44.5,"ymptx",1.0049,689,"P2"
"106670",48,"ymptx",1.0079,689,"P2"
"106671",51.5,"ymptx",1.0237,689,"P2"
"106672",55,"ymptx",0.949,689,"P2"
"106673",58.5,"ymptx",0.9387,689,"P2"
"106674",62,"ymptx",0.8726,689,"P2"
"106675",65.5,"ymptx",0.8698,689,"P2"
"106676",69,"ymptx",0.8654,689,"P2"
"106677",72.5,"ymptx",0.9249,689,"P2"
"106678",76,"ymptx",0.9251,689,"P2"
"106679",79.5,"ymptx",0.8732,689,"P2"
"106680",83,"ymptx",0.8486,689,"P2"
"106681",2.5,"ymptx",0.3511,69,"P2"
"106682",6,"ymptx",0.3528,69,"P2"
"106683",9.5,"ymptx",0.3455,69,"P2"
"106684",13,"ymptx",0.3602,69,"P2"
"106685",16.5,"ymptx",0.3633,69,"P2"
"106686",20,"ymptx",0.3499,69,"P2"
"106687",23.5,"ymptx",0.3499,69,"P2"
"106688",27,"ymptx",0.4307,69,"P2"
"106689",30.5,"ymptx",0.4855,69,"P2"
"106690",34,"ymptx",0.4778,69,"P2"
"106691",37.5,"ymptx",0.49,69,"P2"
"106692",41,"ymptx",0.505,69,"P2"
"106693",44.5,"ymptx",0.4933,69,"P2"
"106694",48,"ymptx",0.5333,69,"P2"
"106695",51.5,"ymptx",0.5366,69,"P2"
"106696",55,"ymptx",0.5141,69,"P2"
"106697",58.5,"ymptx",0.5057,69,"P2"
"106698",62,"ymptx",0.5319,69,"P2"
"106699",65.5,"ymptx",0.51,69,"P2"
