"Condition","Treatment","Time","object","activity"
"Rho","S1P",2.166667,"Cell 17",NA
"Rho","S1P",2.166667,"Cell 18",NA
"Rho","S1P",2.166667,"Cell 19",NA
"Rho","S1P",2.166667,"Cell 20",NA
"Rho","S1P",2.166667,"Cell 21",NA
"Rho","S1P",2.166667,"Cell 22",NA
"Rho","S1P",2.166667,"Cell 23",NA
"Rho","S1P",2.166667,"Cell 24",NA
"Rho","S1P",2.166667,"Cell 25",NA
"Rho","S1P",2.166667,"Cell 26",NA
"Rho","S1P",2.166667,"Cell 27",NA
"Rho","S1P",2.166667,"Cell 28",NA
"Rho","S1P",2.166667,"Cell 29",NA
"Rho","S1P",2.166667,"Cell 30",NA
"Rho","S1P",2.166667,"Cell 31",NA
"Rho","S1P",2.166667,"Cell 32",NA
"Rho","S1P",2.333333,"Cell 01",1.340949
"Rho","S1P",2.333333,"Cell 02",1.182023
"Rho","S1P",2.333333,"Cell 03",1.142842
"Rho","S1P",2.333333,"Cell 04",1.173242
"Rho","S1P",2.333333,"Cell 05",1.117338
"Rho","S1P",2.333333,"Cell 06",1.176034
"Rho","S1P",2.333333,"Cell 07",1.168
"Rho","S1P",2.333333,"Cell 08",1.145311
"Rho","S1P",2.333333,"Cell 09",1.182876
"Rho","S1P",2.333333,"Cell 10",1.095136
"Rho","S1P",2.333333,"Cell 11",1.172457
"Rho","S1P",2.333333,"Cell 12",1.19491
"Rho","S1P",2.333333,"Cell 13",NA
"Rho","S1P",2.333333,"Cell 14",NA
"Rho","S1P",2.333333,"Cell 15",NA
"Rho","S1P",2.333333,"Cell 16",NA
"Rho","S1P",2.333333,"Cell 17",NA
"Rho","S1P",2.333333,"Cell 18",NA
"Rho","S1P",2.333333,"Cell 19",NA
"Rho","S1P",2.333333,"Cell 20",NA
"Rho","S1P",2.333333,"Cell 21",NA
"Rho","S1P",2.333333,"Cell 22",NA
"Rho","S1P",2.333333,"Cell 23",NA
"Rho","S1P",2.333333,"Cell 24",NA
"Rho","S1P",2.333333,"Cell 25",NA
"Rho","S1P",2.333333,"Cell 26",NA
"Rho","S1P",2.333333,"Cell 27",NA
"Rho","S1P",2.333333,"Cell 28",NA
"Rho","S1P",2.333333,"Cell 29",NA
"Rho","S1P",2.333333,"Cell 30",NA
"Rho","S1P",2.333333,"Cell 31",NA
"Rho","S1P",2.333333,"Cell 32",NA
"Rho","S1P",2.5,"Cell 01",1.351823
"Rho","S1P",2.5,"Cell 02",1.195724
"Rho","S1P",2.5,"Cell 03",1.108332
"Rho","S1P",2.5,"Cell 04",1.162209
"Rho","S1P",2.5,"Cell 05",1.11255
"Rho","S1P",2.5,"Cell 06",1.171356
"Rho","S1P",2.5,"Cell 07",1.163011
"Rho","S1P",2.5,"Cell 08",1.107189
"Rho","S1P",2.5,"Cell 09",1.157773
"Rho","S1P",2.5,"Cell 10",1.081385
"Rho","S1P",2.5,"Cell 11",1.18404
"Rho","S1P",2.5,"Cell 12",1.193573
"Rho","S1P",2.5,"Cell 13",NA
"Rho","S1P",2.5,"Cell 14",NA
"Rho","S1P",2.5,"Cell 15",NA
"Rho","S1P",2.5,"Cell 16",NA
"Rho","S1P",2.5,"Cell 17",NA
"Rho","S1P",2.5,"Cell 18",NA
"Rho","S1P",2.5,"Cell 19",NA
"Rho","S1P",2.5,"Cell 20",NA
"Rho","S1P",2.5,"Cell 21",NA
"Rho","S1P",2.5,"Cell 22",NA
"Rho","S1P",2.5,"Cell 23",NA
"Rho","S1P",2.5,"Cell 24",NA
"Rho","S1P",2.5,"Cell 25",NA
"Rho","S1P",2.5,"Cell 26",NA
"Rho","S1P",2.5,"Cell 27",NA
"Rho","S1P",2.5,"Cell 28",NA
"Rho","S1P",2.5,"Cell 29",NA
"Rho","S1P",2.5,"Cell 30",NA
"Rho","S1P",2.5,"Cell 31",NA
"Rho","S1P",2.5,"Cell 32",NA
"Rho","S1P",2.666667,"Cell 01",1.339838
"Rho","S1P",2.666667,"Cell 02",1.181619
"Rho","S1P",2.666667,"Cell 03",1.093579
"Rho","S1P",2.666667,"Cell 04",1.149664
"Rho","S1P",2.666667,"Cell 05",1.103463
"Rho","S1P",2.666667,"Cell 06",1.157514
"Rho","S1P",2.666667,"Cell 07",1.146407
"Rho","S1P",2.666667,"Cell 08",1.132939
"Rho","S1P",2.666667,"Cell 09",1.161948
"Rho","S1P",2.666667,"Cell 10",1.090061
"Rho","S1P",2.666667,"Cell 11",1.165766
"Rho","S1P",2.666667,"Cell 12",1.170373
"Rho","S1P",2.666667,"Cell 13",NA
"Rho","S1P",2.666667,"Cell 14",NA
"Rho","S1P",2.666667,"Cell 15",NA
"Rho","S1P",2.666667,"Cell 16",NA
"Rho","S1P",2.666667,"Cell 17",NA
"Rho","S1P",2.666667,"Cell 18",NA
"Rho","S1P",2.666667,"Cell 19",NA
"Rho","S1P",2.666667,"Cell 20",NA
"Rho","S1P",2.666667,"Cell 21",NA
"Rho","S1P",2.666667,"Cell 22",NA
"Rho","S1P",2.666667,"Cell 23",NA
"Rho","S1P",2.666667,"Cell 24",NA
"Rho","S1P",2.666667,"Cell 25",NA
"Rho","S1P",2.666667,"Cell 26",NA
"Rho","S1P",2.666667,"Cell 27",NA
"Rho","S1P",2.666667,"Cell 28",NA
"Rho","S1P",2.666667,"Cell 29",NA
"Rho","S1P",2.666667,"Cell 30",NA
"Rho","S1P",2.666667,"Cell 31",NA
"Rho","S1P",2.666667,"Cell 32",NA
"Rho","S1P",2.833333,"Cell 01",1.331748
"Rho","S1P",2.833333,"Cell 02",1.182909
"Rho","S1P",2.833333,"Cell 03",1.086964
"Rho","S1P",2.833333,"Cell 04",1.138761
"Rho","S1P",2.833333,"Cell 05",1.097421
"Rho","S1P",2.833333,"Cell 06",1.116474
"Rho","S1P",2.833333,"Cell 07",1.110357
"Rho","S1P",2.833333,"Cell 08",1.104269
"Rho","S1P",2.833333,"Cell 09",1.125838
"Rho","S1P",2.833333,"Cell 10",1.074129
"Rho","S1P",2.833333,"Cell 11",1.138976
"Rho","S1P",2.833333,"Cell 12",1.136987
"Rho","S1P",2.833333,"Cell 13",NA
"Rho","S1P",2.833333,"Cell 14",NA
"Rho","S1P",2.833333,"Cell 15",NA
"Rho","S1P",2.833333,"Cell 16",NA
"Rho","S1P",2.833333,"Cell 17",NA
"Rho","S1P",2.833333,"Cell 18",NA
"Rho","S1P",2.833333,"Cell 19",NA
"Rho","S1P",2.833333,"Cell 20",NA
"Rho","S1P",2.833333,"Cell 21",NA
"Rho","S1P",2.833333,"Cell 22",NA
"Rho","S1P",2.833333,"Cell 23",NA
"Rho","S1P",2.833333,"Cell 24",NA
"Rho","S1P",2.833333,"Cell 25",NA
"Rho","S1P",2.833333,"Cell 26",NA
"Rho","S1P",2.833333,"Cell 27",NA
"Rho","S1P",2.833333,"Cell 28",NA
"Rho","S1P",2.833333,"Cell 29",NA
"Rho","S1P",2.833333,"Cell 30",NA
"Rho","S1P",2.833333,"Cell 31",NA
"Rho","S1P",2.833333,"Cell 32",NA
"Rho","S1P",3,"Cell 01",1.32139
"Rho","S1P",3,"Cell 02",1.173879
"Rho","S1P",3,"Cell 03",1.079548
"Rho","S1P",3,"Cell 04",1.127249
"Rho","S1P",3,"Cell 05",1.085687
"Rho","S1P",3,"Cell 06",1.099823
"Rho","S1P",3,"Cell 07",1.089336
"Rho","S1P",3,"Cell 08",1.120988
"Rho","S1P",3,"Cell 09",1.138599
"Rho","S1P",3,"Cell 10",1.085761
"Rho","S1P",3,"Cell 11",1.111849
"Rho","S1P",3,"Cell 12",1.108772
"Rho","S1P",3,"Cell 13",NA
"Rho","S1P",3,"Cell 14",NA
"Rho","S1P",3,"Cell 15",NA
"Rho","S1P",3,"Cell 16",NA
"Rho","S1P",3,"Cell 17",NA
"Rho","S1P",3,"Cell 18",NA
"Rho","S1P",3,"Cell 19",NA
"Rho","S1P",3,"Cell 20",NA
"Rho","S1P",3,"Cell 21",NA
"Rho","S1P",3,"Cell 22",NA
"Rho","S1P",3,"Cell 23",NA
"Rho","S1P",3,"Cell 24",NA
"Rho","S1P",3,"Cell 25",NA
"Rho","S1P",3,"Cell 26",NA
"Rho","S1P",3,"Cell 27",NA
"Rho","S1P",3,"Cell 28",NA
"Rho","S1P",3,"Cell 29",NA
"Rho","S1P",3,"Cell 30",NA
"Rho","S1P",3,"Cell 31",NA
"Rho","S1P",3,"Cell 32",NA
"Rho","S1P",3.166667,"Cell 01",1.315586
"Rho","S1P",3.166667,"Cell 02",1.162862
"Rho","S1P",3.166667,"Cell 03",1.066003
"Rho","S1P",3.166667,"Cell 04",1.118553
"Rho","S1P",3.166667,"Cell 05",1.076636
"Rho","S1P",3.166667,"Cell 06",1.075945
"Rho","S1P",3.166667,"Cell 07",1.070697
"Rho","S1P",3.166667,"Cell 08",1.10742
"Rho","S1P",3.166667,"Cell 09",1.122668
"Rho","S1P",3.166667,"Cell 10",1.066654
"Rho","S1P",3.166667,"Cell 11",1.088174
"Rho","S1P",3.166667,"Cell 12",1.085544
"Rho","S1P",3.166667,"Cell 13",NA
"Rho","S1P",3.166667,"Cell 14",NA
"Rho","S1P",3.166667,"Cell 15",NA
"Rho","S1P",3.166667,"Cell 16",NA
"Rho","S1P",3.166667,"Cell 17",NA
"Rho","S1P",3.166667,"Cell 18",NA
"Rho","S1P",3.166667,"Cell 19",NA
"Rho","S1P",3.166667,"Cell 20",NA
"Rho","S1P",3.166667,"Cell 21",NA
"Rho","S1P",3.166667,"Cell 22",NA
"Rho","S1P",3.166667,"Cell 23",NA
"Rho","S1P",3.166667,"Cell 24",NA
"Rho","S1P",3.166667,"Cell 25",NA
"Rho","S1P",3.166667,"Cell 26",NA
"Rho","S1P",3.166667,"Cell 27",NA
"Rho","S1P",3.166667,"Cell 28",NA
"Rho","S1P",3.166667,"Cell 29",NA
"Rho","S1P",3.166667,"Cell 30",NA
"Rho","S1P",3.166667,"Cell 31",NA
"Rho","S1P",3.166667,"Cell 32",NA
"Rho","S1P",3.333333,"Cell 01",1.303741
"Rho","S1P",3.333333,"Cell 02",1.152261
"Rho","S1P",3.333333,"Cell 03",1.056343
"Rho","S1P",3.333333,"Cell 04",1.111772
"Rho","S1P",3.333333,"Cell 05",1.069597
"Rho","S1P",3.333333,"Cell 06",1.061991
"Rho","S1P",3.333333,"Cell 07",1.058368
"Rho","S1P",3.333333,"Cell 08",1.084929
"Rho","S1P",3.333333,"Cell 09",1.103413
"Rho","S1P",3.333333,"Cell 10",1.053506
"Rho","S1P",3.333333,"Cell 11",1.076976
"Rho","S1P",3.333333,"Cell 12",1.074119
"Rho","S1P",3.333333,"Cell 13",NA
"Rho","S1P",3.333333,"Cell 14",NA
"Rho","S1P",3.333333,"Cell 15",NA
"Rho","S1P",3.333333,"Cell 16",NA
"Rho","S1P",3.333333,"Cell 17",NA
"Rho","S1P",3.333333,"Cell 18",NA
"Rho","S1P",3.333333,"Cell 19",NA
"Rho","S1P",3.333333,"Cell 20",NA
"Rho","S1P",3.333333,"Cell 21",NA
"Rho","S1P",3.333333,"Cell 22",NA
"Rho","S1P",3.333333,"Cell 23",NA
"Rho","S1P",3.333333,"Cell 24",NA
"Rho","S1P",3.333333,"Cell 25",NA
"Rho","S1P",3.333333,"Cell 26",NA
"Rho","S1P",3.333333,"Cell 27",NA
"Rho","S1P",3.333333,"Cell 28",NA
"Rho","S1P",3.333333,"Cell 29",NA
"Rho","S1P",3.333333,"Cell 30",NA
"Rho","S1P",3.333333,"Cell 31",NA
"Rho","S1P",3.333333,"Cell 32",NA
"Rho","S1P",3.5,"Cell 01",1.291836
"Rho","S1P",3.5,"Cell 02",1.151109
"Rho","S1P",3.5,"Cell 03",1.045772
"Rho","S1P",3.5,"Cell 04",1.095553
"Rho","S1P",3.5,"Cell 05",1.052648
"Rho","S1P",3.5,"Cell 06",1.047778
"Rho","S1P",3.5,"Cell 07",1.053883
"Rho","S1P",3.5,"Cell 08",1.092279
"Rho","S1P",3.5,"Cell 09",1.101134
"Rho","S1P",3.5,"Cell 10",1.048182
"Rho","S1P",3.5,"Cell 11",1.063994
"Rho","S1P",3.5,"Cell 12",1.059853
"Rho","S1P",3.5,"Cell 13",NA
"Rho","S1P",3.5,"Cell 14",NA
"Rho","S1P",3.5,"Cell 15",NA
"Rho","S1P",3.5,"Cell 16",NA
"Rho","S1P",3.5,"Cell 17",NA
"Rho","S1P",3.5,"Cell 18",NA
"Rho","S1P",3.5,"Cell 19",NA
"Rho","S1P",3.5,"Cell 20",NA
"Rho","S1P",3.5,"Cell 21",NA
"Rho","S1P",3.5,"Cell 22",NA
"Rho","S1P",3.5,"Cell 23",NA
"Rho","S1P",3.5,"Cell 24",NA
"Rho","S1P",3.5,"Cell 25",NA
"Rho","S1P",3.5,"Cell 26",NA
"Rho","S1P",3.5,"Cell 27",NA
"Rho","S1P",3.5,"Cell 28",NA
"Rho","S1P",3.5,"Cell 29",NA
"Rho","S1P",3.5,"Cell 30",NA
"Rho","S1P",3.5,"Cell 31",NA
"Rho","S1P",3.5,"Cell 32",NA
"Rho","S1P",3.666667,"Cell 01",1.281653
"Rho","S1P",3.666667,"Cell 02",1.153412
"Rho","S1P",3.666667,"Cell 03",1.048167
"Rho","S1P",3.666667,"Cell 04",1.090586
"Rho","S1P",3.666667,"Cell 05",1.046562
"Rho","S1P",3.666667,"Cell 06",1.038099
"Rho","S1P",3.666667,"Cell 07",1.045604
"Rho","S1P",3.666667,"Cell 08",1.118993
"Rho","S1P",3.666667,"Cell 09",1.121678
"Rho","S1P",3.666667,"Cell 10",1.060745
"Rho","S1P",3.666667,"Cell 11",1.034345
"Rho","S1P",3.666667,"Cell 12",1.039207
"Rho","S1P",3.666667,"Cell 13",NA
"Rho","S1P",3.666667,"Cell 14",NA
"Rho","S1P",3.666667,"Cell 15",NA
"Rho","S1P",3.666667,"Cell 16",NA
"Rho","S1P",3.666667,"Cell 17",NA
"Rho","S1P",3.666667,"Cell 18",NA
"Rho","S1P",3.666667,"Cell 19",NA
"Rho","S1P",3.666667,"Cell 20",NA
"Rho","S1P",3.666667,"Cell 21",NA
"Rho","S1P",3.666667,"Cell 22",NA
"Rho","S1P",3.666667,"Cell 23",NA
"Rho","S1P",3.666667,"Cell 24",NA
"Rho","S1P",3.666667,"Cell 25",NA
"Rho","S1P",3.666667,"Cell 26",NA
"Rho","S1P",3.666667,"Cell 27",NA
"Rho","S1P",3.666667,"Cell 28",NA
"Rho","S1P",3.666667,"Cell 29",NA
"Rho","S1P",3.666667,"Cell 30",NA
"Rho","S1P",3.666667,"Cell 31",NA
"Rho","S1P",3.666667,"Cell 32",NA
"Rho","S1P",3.833333,"Cell 01",1.255713
"Rho","S1P",3.833333,"Cell 02",1.135201
"Rho","S1P",3.833333,"Cell 03",1.035915
"Rho","S1P",3.833333,"Cell 04",1.082625
"Rho","S1P",3.833333,"Cell 05",1.045824
"Rho","S1P",3.833333,"Cell 06",1.041185
"Rho","S1P",3.833333,"Cell 07",1.047941
"Rho","S1P",3.833333,"Cell 08",1.083663
"Rho","S1P",3.833333,"Cell 09",1.072417
"Rho","S1P",3.833333,"Cell 10",1.034795
"Rho","S1P",3.833333,"Cell 11",1.039785
"Rho","S1P",3.833333,"Cell 12",1.038893
"Rho","S1P",3.833333,"Cell 13",NA
"Rho","S1P",3.833333,"Cell 14",NA
"Rho","S1P",3.833333,"Cell 15",NA
"Rho","S1P",3.833333,"Cell 16",NA
"Rho","S1P",3.833333,"Cell 17",NA
"Rho","S1P",3.833333,"Cell 18",NA
"Rho","S1P",3.833333,"Cell 19",NA
"Rho","S1P",3.833333,"Cell 20",NA
"Rho","S1P",3.833333,"Cell 21",NA
"Rho","S1P",3.833333,"Cell 22",NA
"Rho","S1P",3.833333,"Cell 23",NA
"Rho","S1P",3.833333,"Cell 24",NA
"Rho","S1P",3.833333,"Cell 25",NA
"Rho","S1P",3.833333,"Cell 26",NA
"Rho","S1P",3.833333,"Cell 27",NA
"Rho","S1P",3.833333,"Cell 28",NA
"Rho","S1P",3.833333,"Cell 29",NA
"Rho","S1P",3.833333,"Cell 30",NA
"Rho","S1P",3.833333,"Cell 31",NA
"Rho","S1P",3.833333,"Cell 32",NA
"Rho","S1P",4,"Cell 01",1.228628
"Rho","S1P",4,"Cell 02",1.11904
"Rho","S1P",4,"Cell 03",1.030427
"Rho","S1P",4,"Cell 04",1.074142
"Rho","S1P",4,"Cell 05",1.03592
"Rho","S1P",4,"Cell 06",1.036476
"Rho","S1P",4,"Cell 07",1.042291
"Rho","S1P",4,"Cell 08",1.076984
"Rho","S1P",4,"Cell 09",1.078845
"Rho","S1P",4,"Cell 10",1.031767
"Rho","S1P",4,"Cell 11",1.019345
"Rho","S1P",4,"Cell 12",1.018266
"Rho","S1P",4,"Cell 13",NA
"Rho","S1P",4,"Cell 14",NA
"Rho","S1P",4,"Cell 15",NA
"Rho","S1P",4,"Cell 16",NA
"Rho","S1P",4,"Cell 17",NA
"Rho","S1P",4,"Cell 18",NA
"Rho","S1P",4,"Cell 19",NA
"Rho","S1P",4,"Cell 20",NA
"Rho","S1P",4,"Cell 21",NA
"Rho","S1P",4,"Cell 22",NA
"Rho","S1P",4,"Cell 23",NA
"Rho","S1P",4,"Cell 24",NA
"Rho","S1P",4,"Cell 25",NA
"Rho","S1P",4,"Cell 26",NA
"Rho","S1P",4,"Cell 27",NA
"Rho","S1P",4,"Cell 28",NA
"Rho","S1P",4,"Cell 29",NA
"Rho","S1P",4,"Cell 30",NA
"Rho","S1P",4,"Cell 31",NA
"Rho","S1P",4,"Cell 32",NA
"Rho","S1P",4.166667,"Cell 01",1.206277
"Rho","S1P",4.166667,"Cell 02",1.111278
"Rho","S1P",4.166667,"Cell 03",1.044143
"Rho","S1P",4.166667,"Cell 04",1.083397
"Rho","S1P",4.166667,"Cell 05",1.047741
"Rho","S1P",4.166667,"Cell 06",1.039337
"Rho","S1P",4.166667,"Cell 07",1.041941
"Rho","S1P",4.166667,"Cell 08",1.09179
"Rho","S1P",4.166667,"Cell 09",1.080955
"Rho","S1P",4.166667,"Cell 10",1.037875
"Rho","S1P",4.166667,"Cell 11",1.021325
"Rho","S1P",4.166667,"Cell 12",1.02372
"Rho","S1P",4.166667,"Cell 13",NA
"Rho","S1P",4.166667,"Cell 14",NA
"Rho","S1P",4.166667,"Cell 15",NA
"Rho","S1P",4.166667,"Cell 16",NA
"Rho","S1P",4.166667,"Cell 17",NA
"Rho","S1P",4.166667,"Cell 18",NA
"Rho","S1P",4.166667,"Cell 19",NA
"Rho","S1P",4.166667,"Cell 20",NA
"Rho","S1P",4.166667,"Cell 21",NA
"Rho","S1P",4.166667,"Cell 22",NA
"Rho","S1P",4.166667,"Cell 23",NA
"Rho","S1P",4.166667,"Cell 24",NA
"Rho","S1P",4.166667,"Cell 25",NA
"Rho","S1P",4.166667,"Cell 26",NA
"Rho","S1P",4.166667,"Cell 27",NA
"Rho","S1P",4.166667,"Cell 28",NA
"Rho","S1P",4.166667,"Cell 29",NA
"Rho","S1P",4.166667,"Cell 30",NA
"Rho","S1P",4.166667,"Cell 31",NA
"Rho","S1P",4.166667,"Cell 32",NA
"Rho","S1P",4.333334,"Cell 01",1.167362
"Rho","S1P",4.333334,"Cell 02",1.085099
"Rho","S1P",4.333334,"Cell 03",1.036447
"Rho","S1P",4.333334,"Cell 04",1.075614
"Rho","S1P",4.333334,"Cell 05",1.036542
"Rho","S1P",4.333334,"Cell 06",1.041867
"Rho","S1P",4.333334,"Cell 07",1.045621
"Rho","S1P",4.333334,"Cell 08",1.058204
"Rho","S1P",4.333334,"Cell 09",1.051205
"Rho","S1P",4.333334,"Cell 10",1.020138
"Rho","S1P",4.333334,"Cell 11",1.024537
"Rho","S1P",4.333334,"Cell 12",1.024265
"Rho","S1P",4.333334,"Cell 13",NA
"Rho","S1P",4.333334,"Cell 14",NA
"Rho","S1P",4.333334,"Cell 15",NA
"Rho","S1P",4.333334,"Cell 16",NA
"Rho","S1P",4.333334,"Cell 17",NA
"Rho","S1P",4.333334,"Cell 18",NA
"Rho","S1P",4.333334,"Cell 19",NA
"Rho","S1P",4.333334,"Cell 20",NA
"Rho","S1P",4.333334,"Cell 21",NA
"Rho","S1P",4.333334,"Cell 22",NA
"Rho","S1P",4.333334,"Cell 23",NA
"Rho","S1P",4.333334,"Cell 24",NA
"Rho","S1P",4.333334,"Cell 25",NA
"Rho","S1P",4.333334,"Cell 26",NA
"Rho","S1P",4.333334,"Cell 27",NA
"Rho","S1P",4.333334,"Cell 28",NA
"Rho","S1P",4.333334,"Cell 29",NA
"Rho","S1P",4.333334,"Cell 30",NA
"Rho","S1P",4.333334,"Cell 31",NA
"Rho","S1P",4.333334,"Cell 32",NA
"Rho","S1P",4.5,"Cell 01",1.140471
"Rho","S1P",4.5,"Cell 02",1.070679
"Rho","S1P",4.5,"Cell 03",1.030929
"Rho","S1P",4.5,"Cell 04",1.05972
"Rho","S1P",4.5,"Cell 05",1.026911
"Rho","S1P",4.5,"Cell 06",1.036373
"Rho","S1P",4.5,"Cell 07",1.038008
"Rho","S1P",4.5,"Cell 08",1.058146
"Rho","S1P",4.5,"Cell 09",1.051913
"Rho","S1P",4.5,"Cell 10",1.020575
"Rho","S1P",4.5,"Cell 11",1.010865
"Rho","S1P",4.5,"Cell 12",1.017563
"Rho","S1P",4.5,"Cell 13",NA
"Rho","S1P",4.5,"Cell 14",NA
"Rho","S1P",4.5,"Cell 15",NA
"Rho","S1P",4.5,"Cell 16",NA
"Rho","S1P",4.5,"Cell 17",NA
"Rho","S1P",4.5,"Cell 18",NA
"Rho","S1P",4.5,"Cell 19",NA
"Rho","S1P",4.5,"Cell 20",NA
"Rho","S1P",4.5,"Cell 21",NA
"Rho","S1P",4.5,"Cell 22",NA
"Rho","S1P",4.5,"Cell 23",NA
"Rho","S1P",4.5,"Cell 24",NA
"Rho","S1P",4.5,"Cell 25",NA
"Rho","S1P",4.5,"Cell 26",NA
"Rho","S1P",4.5,"Cell 27",NA
"Rho","S1P",4.5,"Cell 28",NA
"Rho","S1P",4.5,"Cell 29",NA
"Rho","S1P",4.5,"Cell 30",NA
"Rho","S1P",4.5,"Cell 31",NA
"Rho","S1P",4.5,"Cell 32",NA
"Rho","S1P",4.666667,"Cell 01",1.111737
"Rho","S1P",4.666667,"Cell 02",1.056352
"Rho","S1P",4.666667,"Cell 03",1.030892
"Rho","S1P",4.666667,"Cell 04",1.067596
"Rho","S1P",4.666667,"Cell 05",1.029308
"Rho","S1P",4.666667,"Cell 06",1.024627
"Rho","S1P",4.666667,"Cell 07",1.027949
"Rho","S1P",4.666667,"Cell 08",1.030195
"Rho","S1P",4.666667,"Cell 09",1.0189
"Rho","S1P",4.666667,"Cell 10",0.9980479
"Rho","S1P",4.666667,"Cell 11",1.007066
"Rho","S1P",4.666667,"Cell 12",1.010205
"Rho","S1P",4.666667,"Cell 13",NA
"Rho","S1P",4.666667,"Cell 14",NA
"Rho","S1P",4.666667,"Cell 15",NA
"Rho","S1P",4.666667,"Cell 16",NA
"Rho","S1P",4.666667,"Cell 17",NA
"Rho","S1P",4.666667,"Cell 18",NA
"Rho","S1P",4.666667,"Cell 19",NA
"Rho","S1P",4.666667,"Cell 20",NA
"Rho","S1P",4.666667,"Cell 21",NA
"Rho","S1P",4.666667,"Cell 22",NA
"Rho","S1P",4.666667,"Cell 23",NA
"Rho","S1P",4.666667,"Cell 24",NA
"Rho","S1P",4.666667,"Cell 25",NA
"Rho","S1P",4.666667,"Cell 26",NA
"Rho","S1P",4.666667,"Cell 27",NA
"Rho","S1P",4.666667,"Cell 28",NA
"Rho","S1P",4.666667,"Cell 29",NA
"Rho","S1P",4.666667,"Cell 30",NA
"Rho","S1P",4.666667,"Cell 31",NA
"Rho","S1P",4.666667,"Cell 32",NA
"Rho","S1P",4.833334,"Cell 01",1.097402
"Rho","S1P",4.833334,"Cell 02",1.047771
"Rho","S1P",4.833334,"Cell 03",1.049246
"Rho","S1P",4.833334,"Cell 04",1.057768
"Rho","S1P",4.833334,"Cell 05",1.02488
"Rho","S1P",4.833334,"Cell 06",1.034733
"Rho","S1P",4.833334,"Cell 07",1.034861
"Rho","S1P",4.833334,"Cell 08",1.04576
"Rho","S1P",4.833334,"Cell 09",1.032903
"Rho","S1P",4.833334,"Cell 10",1.008215
"Rho","S1P",4.833334,"Cell 11",1.008514
"Rho","S1P",4.833334,"Cell 12",1.017358
"Rho","S1P",4.833334,"Cell 13",NA
"Rho","S1P",4.833334,"Cell 14",NA
"Rho","S1P",4.833334,"Cell 15",NA
"Rho","S1P",4.833334,"Cell 16",NA
"Rho","S1P",4.833334,"Cell 17",NA
"Rho","S1P",4.833334,"Cell 18",NA
"Rho","S1P",4.833334,"Cell 19",NA
"Rho","S1P",4.833334,"Cell 20",NA
"Rho","S1P",4.833334,"Cell 21",NA
"Rho","S1P",4.833334,"Cell 22",NA
"Rho","S1P",4.833334,"Cell 23",NA
"Rho","S1P",4.833334,"Cell 24",NA
"Rho","S1P",4.833334,"Cell 25",NA
"Rho","S1P",4.833334,"Cell 26",NA
"Rho","S1P",4.833334,"Cell 27",NA
"Rho","S1P",4.833334,"Cell 28",NA
"Rho","S1P",4.833334,"Cell 29",NA
"Rho","S1P",4.833334,"Cell 30",NA
"Rho","S1P",4.833334,"Cell 31",NA
"Rho","S1P",4.833334,"Cell 32",NA
"Rho","S1P",5,"Cell 01",1.092984
"Rho","S1P",5,"Cell 02",1.044885
"Rho","S1P",5,"Cell 03",1.043724
"Rho","S1P",5,"Cell 04",1.045381
"Rho","S1P",5,"Cell 05",1.014703
"Rho","S1P",5,"Cell 06",1.026283
"Rho","S1P",5,"Cell 07",1.027337
"Rho","S1P",5,"Cell 08",1.059089
"Rho","S1P",5,"Cell 09",1.037211
"Rho","S1P",5,"Cell 10",1.012767
"Rho","S1P",5,"Cell 11",1.006144
"Rho","S1P",5,"Cell 12",1.011696
"Rho","S1P",5,"Cell 13",NA
"Rho","S1P",5,"Cell 14",NA
"Rho","S1P",5,"Cell 15",NA
"Rho","S1P",5,"Cell 16",NA
"Rho","S1P",5,"Cell 17",NA
"Rho","S1P",5,"Cell 18",NA
"Rho","S1P",5,"Cell 19",NA
"Rho","S1P",5,"Cell 20",NA
"Rho","S1P",5,"Cell 21",NA
"Rho","S1P",5,"Cell 22",NA
"Rho","S1P",5,"Cell 23",NA
"Rho","S1P",5,"Cell 24",NA
"Rho","S1P",5,"Cell 25",NA
"Rho","S1P",5,"Cell 26",NA
"Rho","S1P",5,"Cell 27",NA
"Rho","S1P",5,"Cell 28",NA
"Rho","S1P",5,"Cell 29",NA
"Rho","S1P",5,"Cell 30",NA
"Rho","S1P",5,"Cell 31",NA
"Rho","S1P",5,"Cell 32",NA
"Rho","S1P",5.166667,"Cell 01",1.094416
"Rho","S1P",5.166667,"Cell 02",1.0503
"Rho","S1P",5.166667,"Cell 03",1.045519
"Rho","S1P",5.166667,"Cell 04",1.063149
"Rho","S1P",5.166667,"Cell 05",1.038182
"Rho","S1P",5.166667,"Cell 06",1.026319
"Rho","S1P",5.166667,"Cell 07",1.02561
"Rho","S1P",5.166667,"Cell 08",1.038465
"Rho","S1P",5.166667,"Cell 09",1.025902
"Rho","S1P",5.166667,"Cell 10",1.008845
"Rho","S1P",5.166667,"Cell 11",1.000546
"Rho","S1P",5.166667,"Cell 12",1.01066
"Rho","S1P",5.166667,"Cell 13",NA
"Rho","S1P",5.166667,"Cell 14",NA
"Rho","S1P",5.166667,"Cell 15",NA
"Rho","S1P",5.166667,"Cell 16",NA
"Rho","S1P",5.166667,"Cell 17",NA
"Rho","S1P",5.166667,"Cell 18",NA
"Rho","S1P",5.166667,"Cell 19",NA
"Rho","S1P",5.166667,"Cell 20",NA
