"Condition","Treatment","Time","object","activity"
"Cdc42","S1P",13.16667,"Cell 14",1.013889
"Cdc42","S1P",13.16667,"Cell 15",1.057807
"Cdc42","S1P",13.16667,"Cell 16",1.027877
"Cdc42","S1P",13.16667,"Cell 17",1.023842
"Cdc42","S1P",13.16667,"Cell 18",0.9894474
"Cdc42","S1P",13.16667,"Cell 19",1.009281
"Cdc42","S1P",13.16667,"Cell 20",NA
"Cdc42","S1P",13.16667,"Cell 21",NA
"Cdc42","S1P",13.16667,"Cell 22",NA
"Cdc42","S1P",13.16667,"Cell 23",NA
"Cdc42","S1P",13.16667,"Cell 24",NA
"Cdc42","S1P",13.16667,"Cell 25",NA
"Cdc42","S1P",13.16667,"Cell 26",NA
"Cdc42","S1P",13.16667,"Cell 27",NA
"Cdc42","S1P",13.16667,"Cell 28",NA
"Cdc42","S1P",13.16667,"Cell 29",NA
"Cdc42","S1P",13.16667,"Cell 30",NA
"Cdc42","S1P",13.16667,"Cell 31",NA
"Cdc42","S1P",13.16667,"Cell 32",NA
"Cdc42","S1P",13.33333,"Cell 01",1.068053
"Cdc42","S1P",13.33333,"Cell 02",1.037583
"Cdc42","S1P",13.33333,"Cell 03",0.9613804
"Cdc42","S1P",13.33333,"Cell 04",0.9900246
"Cdc42","S1P",13.33333,"Cell 05",1.009753
"Cdc42","S1P",13.33333,"Cell 06",0.9601592
"Cdc42","S1P",13.33333,"Cell 07",0.9357062
"Cdc42","S1P",13.33333,"Cell 08",1.00967
"Cdc42","S1P",13.33333,"Cell 09",0.9843081
"Cdc42","S1P",13.33333,"Cell 10",1.028621
"Cdc42","S1P",13.33333,"Cell 11",1.011632
"Cdc42","S1P",13.33333,"Cell 12",0.9638248
"Cdc42","S1P",13.33333,"Cell 13",1.004338
"Cdc42","S1P",13.33333,"Cell 14",1.018079
"Cdc42","S1P",13.33333,"Cell 15",1.060689
"Cdc42","S1P",13.33333,"Cell 16",1.022529
"Cdc42","S1P",13.33333,"Cell 17",1.019962
"Cdc42","S1P",13.33333,"Cell 18",1.002086
"Cdc42","S1P",13.33333,"Cell 19",1.019367
"Cdc42","S1P",13.33333,"Cell 20",NA
"Cdc42","S1P",13.33333,"Cell 21",NA
"Cdc42","S1P",13.33333,"Cell 22",NA
"Cdc42","S1P",13.33333,"Cell 23",NA
"Cdc42","S1P",13.33333,"Cell 24",NA
"Cdc42","S1P",13.33333,"Cell 25",NA
"Cdc42","S1P",13.33333,"Cell 26",NA
"Cdc42","S1P",13.33333,"Cell 27",NA
"Cdc42","S1P",13.33333,"Cell 28",NA
"Cdc42","S1P",13.33333,"Cell 29",NA
"Cdc42","S1P",13.33333,"Cell 30",NA
"Cdc42","S1P",13.33333,"Cell 31",NA
"Cdc42","S1P",13.33333,"Cell 32",NA
"Cdc42","S1P",13.5,"Cell 01",1.07099
"Cdc42","S1P",13.5,"Cell 02",1.037989
"Cdc42","S1P",13.5,"Cell 03",0.9501757
"Cdc42","S1P",13.5,"Cell 04",0.9898285
"Cdc42","S1P",13.5,"Cell 05",1.007697
"Cdc42","S1P",13.5,"Cell 06",0.9695281
"Cdc42","S1P",13.5,"Cell 07",0.9430067
"Cdc42","S1P",13.5,"Cell 08",1.011493
"Cdc42","S1P",13.5,"Cell 09",0.9867026
"Cdc42","S1P",13.5,"Cell 10",1.030771
"Cdc42","S1P",13.5,"Cell 11",1.012008
"Cdc42","S1P",13.5,"Cell 12",0.9602628
"Cdc42","S1P",13.5,"Cell 13",0.9996087
"Cdc42","S1P",13.5,"Cell 14",1.011618
"Cdc42","S1P",13.5,"Cell 15",1.055523
"Cdc42","S1P",13.5,"Cell 16",1.024885
"Cdc42","S1P",13.5,"Cell 17",1.0257
"Cdc42","S1P",13.5,"Cell 18",0.9942043
"Cdc42","S1P",13.5,"Cell 19",1.016978
"Cdc42","S1P",13.5,"Cell 20",NA
"Cdc42","S1P",13.5,"Cell 21",NA
"Cdc42","S1P",13.5,"Cell 22",NA
"Cdc42","S1P",13.5,"Cell 23",NA
"Cdc42","S1P",13.5,"Cell 24",NA
"Cdc42","S1P",13.5,"Cell 25",NA
"Cdc42","S1P",13.5,"Cell 26",NA
"Cdc42","S1P",13.5,"Cell 27",NA
"Cdc42","S1P",13.5,"Cell 28",NA
"Cdc42","S1P",13.5,"Cell 29",NA
"Cdc42","S1P",13.5,"Cell 30",NA
"Cdc42","S1P",13.5,"Cell 31",NA
"Cdc42","S1P",13.5,"Cell 32",NA
"Cdc42","S1P",13.66667,"Cell 01",1.072547
"Cdc42","S1P",13.66667,"Cell 02",1.039898
"Cdc42","S1P",13.66667,"Cell 03",0.963708
"Cdc42","S1P",13.66667,"Cell 04",0.9959999
"Cdc42","S1P",13.66667,"Cell 05",1.009399
"Cdc42","S1P",13.66667,"Cell 06",0.9666769
"Cdc42","S1P",13.66667,"Cell 07",0.9434942
"Cdc42","S1P",13.66667,"Cell 08",1.005044
"Cdc42","S1P",13.66667,"Cell 09",0.9856846
"Cdc42","S1P",13.66667,"Cell 10",1.028817
"Cdc42","S1P",13.66667,"Cell 11",1.009748
"Cdc42","S1P",13.66667,"Cell 12",0.955102
"Cdc42","S1P",13.66667,"Cell 13",0.981146
"Cdc42","S1P",13.66667,"Cell 14",1.012301
"Cdc42","S1P",13.66667,"Cell 15",1.056372
"Cdc42","S1P",13.66667,"Cell 16",1.030967
"Cdc42","S1P",13.66667,"Cell 17",1.029112
"Cdc42","S1P",13.66667,"Cell 18",0.9891393
"Cdc42","S1P",13.66667,"Cell 19",1.005579
"Cdc42","S1P",13.66667,"Cell 20",NA
"Cdc42","S1P",13.66667,"Cell 21",NA
"Cdc42","S1P",13.66667,"Cell 22",NA
"Cdc42","S1P",13.66667,"Cell 23",NA
"Cdc42","S1P",13.66667,"Cell 24",NA
"Cdc42","S1P",13.66667,"Cell 25",NA
"Cdc42","S1P",13.66667,"Cell 26",NA
"Cdc42","S1P",13.66667,"Cell 27",NA
"Cdc42","S1P",13.66667,"Cell 28",NA
"Cdc42","S1P",13.66667,"Cell 29",NA
"Cdc42","S1P",13.66667,"Cell 30",NA
"Cdc42","S1P",13.66667,"Cell 31",NA
"Cdc42","S1P",13.66667,"Cell 32",NA
"Cdc42","S1P",13.83333,"Cell 01",1.063899
"Cdc42","S1P",13.83333,"Cell 02",1.03077
"Cdc42","S1P",13.83333,"Cell 03",0.9720054
"Cdc42","S1P",13.83333,"Cell 04",1.002117
"Cdc42","S1P",13.83333,"Cell 05",0.9981655
"Cdc42","S1P",13.83333,"Cell 06",0.9653352
"Cdc42","S1P",13.83333,"Cell 07",0.9444788
"Cdc42","S1P",13.83333,"Cell 08",1.014292
"Cdc42","S1P",13.83333,"Cell 09",0.9934574
"Cdc42","S1P",13.83333,"Cell 10",1.035012
"Cdc42","S1P",13.83333,"Cell 11",1.016557
"Cdc42","S1P",13.83333,"Cell 12",0.9563397
"Cdc42","S1P",13.83333,"Cell 13",0.9971392
"Cdc42","S1P",13.83333,"Cell 14",1.013075
"Cdc42","S1P",13.83333,"Cell 15",1.051792
"Cdc42","S1P",13.83333,"Cell 16",1.023075
"Cdc42","S1P",13.83333,"Cell 17",1.019704
"Cdc42","S1P",13.83333,"Cell 18",0.9962835
"Cdc42","S1P",13.83333,"Cell 19",1.014194
"Cdc42","S1P",13.83333,"Cell 20",NA
"Cdc42","S1P",13.83333,"Cell 21",NA
"Cdc42","S1P",13.83333,"Cell 22",NA
"Cdc42","S1P",13.83333,"Cell 23",NA
"Cdc42","S1P",13.83333,"Cell 24",NA
"Cdc42","S1P",13.83333,"Cell 25",NA
"Cdc42","S1P",13.83333,"Cell 26",NA
"Cdc42","S1P",13.83333,"Cell 27",NA
"Cdc42","S1P",13.83333,"Cell 28",NA
"Cdc42","S1P",13.83333,"Cell 29",NA
"Cdc42","S1P",13.83333,"Cell 30",NA
"Cdc42","S1P",13.83333,"Cell 31",NA
"Cdc42","S1P",13.83333,"Cell 32",NA
"Cdc42","S1P",14,"Cell 01",1.065574
"Cdc42","S1P",14,"Cell 02",1.039587
"Cdc42","S1P",14,"Cell 03",0.9598347
"Cdc42","S1P",14,"Cell 04",0.9933438
"Cdc42","S1P",14,"Cell 05",1.001813
"Cdc42","S1P",14,"Cell 06",0.9537225
"Cdc42","S1P",14,"Cell 07",0.9327178
"Cdc42","S1P",14,"Cell 08",1.008245
"Cdc42","S1P",14,"Cell 09",0.986721
"Cdc42","S1P",14,"Cell 10",1.031987
"Cdc42","S1P",14,"Cell 11",1.0136
"Cdc42","S1P",14,"Cell 12",0.9533083
"Cdc42","S1P",14,"Cell 13",0.9852678
"Cdc42","S1P",14,"Cell 14",1.020272
"Cdc42","S1P",14,"Cell 15",1.055901
"Cdc42","S1P",14,"Cell 16",1.033016
"Cdc42","S1P",14,"Cell 17",1.024555
"Cdc42","S1P",14,"Cell 18",0.9885832
"Cdc42","S1P",14,"Cell 19",1.002564
"Cdc42","S1P",14,"Cell 20",NA
"Cdc42","S1P",14,"Cell 21",NA
"Cdc42","S1P",14,"Cell 22",NA
"Cdc42","S1P",14,"Cell 23",NA
"Cdc42","S1P",14,"Cell 24",NA
"Cdc42","S1P",14,"Cell 25",NA
"Cdc42","S1P",14,"Cell 26",NA
"Cdc42","S1P",14,"Cell 27",NA
"Cdc42","S1P",14,"Cell 28",NA
"Cdc42","S1P",14,"Cell 29",NA
"Cdc42","S1P",14,"Cell 30",NA
"Cdc42","S1P",14,"Cell 31",NA
"Cdc42","S1P",14,"Cell 32",NA
"Cdc42","S1P",14.16667,"Cell 01",1.067633
"Cdc42","S1P",14.16667,"Cell 02",1.040165
"Cdc42","S1P",14.16667,"Cell 03",0.9612886
"Cdc42","S1P",14.16667,"Cell 04",0.9900082
"Cdc42","S1P",14.16667,"Cell 05",1.007394
"Cdc42","S1P",14.16667,"Cell 06",0.965235
"Cdc42","S1P",14.16667,"Cell 07",0.9450009
"Cdc42","S1P",14.16667,"Cell 08",1.015388
"Cdc42","S1P",14.16667,"Cell 09",0.9929209
"Cdc42","S1P",14.16667,"Cell 10",1.037359
"Cdc42","S1P",14.16667,"Cell 11",1.019561
"Cdc42","S1P",14.16667,"Cell 12",0.959136
"Cdc42","S1P",14.16667,"Cell 13",0.9923046
"Cdc42","S1P",14.16667,"Cell 14",1.016622
"Cdc42","S1P",14.16667,"Cell 15",1.048849
"Cdc42","S1P",14.16667,"Cell 16",1.029005
"Cdc42","S1P",14.16667,"Cell 17",1.015186
"Cdc42","S1P",14.16667,"Cell 18",0.9939211
"Cdc42","S1P",14.16667,"Cell 19",1.006951
"Cdc42","S1P",14.16667,"Cell 20",NA
"Cdc42","S1P",14.16667,"Cell 21",NA
"Cdc42","S1P",14.16667,"Cell 22",NA
"Cdc42","S1P",14.16667,"Cell 23",NA
"Cdc42","S1P",14.16667,"Cell 24",NA
"Cdc42","S1P",14.16667,"Cell 25",NA
"Cdc42","S1P",14.16667,"Cell 26",NA
"Cdc42","S1P",14.16667,"Cell 27",NA
"Cdc42","S1P",14.16667,"Cell 28",NA
"Cdc42","S1P",14.16667,"Cell 29",NA
"Cdc42","S1P",14.16667,"Cell 30",NA
"Cdc42","S1P",14.16667,"Cell 31",NA
"Cdc42","S1P",14.16667,"Cell 32",NA
"Cdc42","S1P",14.33333,"Cell 01",1.069744
"Cdc42","S1P",14.33333,"Cell 02",1.040736
"Cdc42","S1P",14.33333,"Cell 03",0.9656173
"Cdc42","S1P",14.33333,"Cell 04",0.9928833
"Cdc42","S1P",14.33333,"Cell 05",0.9979602
"Cdc42","S1P",14.33333,"Cell 06",0.9450267
"Cdc42","S1P",14.33333,"Cell 07",0.9241002
"Cdc42","S1P",14.33333,"Cell 08",1.013576
"Cdc42","S1P",14.33333,"Cell 09",0.986845
"Cdc42","S1P",14.33333,"Cell 10",1.034607
"Cdc42","S1P",14.33333,"Cell 11",1.016174
"Cdc42","S1P",14.33333,"Cell 12",0.9519274
"Cdc42","S1P",14.33333,"Cell 13",0.9868176
"Cdc42","S1P",14.33333,"Cell 14",1.024657
"Cdc42","S1P",14.33333,"Cell 15",1.059701
"Cdc42","S1P",14.33333,"Cell 16",1.025756
"Cdc42","S1P",14.33333,"Cell 17",1.009929
"Cdc42","S1P",14.33333,"Cell 18",0.9968241
"Cdc42","S1P",14.33333,"Cell 19",1.015422
"Cdc42","S1P",14.33333,"Cell 20",NA
"Cdc42","S1P",14.33333,"Cell 21",NA
"Cdc42","S1P",14.33333,"Cell 22",NA
"Cdc42","S1P",14.33333,"Cell 23",NA
"Cdc42","S1P",14.33333,"Cell 24",NA
"Cdc42","S1P",14.33333,"Cell 25",NA
"Cdc42","S1P",14.33333,"Cell 26",NA
"Cdc42","S1P",14.33333,"Cell 27",NA
"Cdc42","S1P",14.33333,"Cell 28",NA
"Cdc42","S1P",14.33333,"Cell 29",NA
"Cdc42","S1P",14.33333,"Cell 30",NA
"Cdc42","S1P",14.33333,"Cell 31",NA
"Cdc42","S1P",14.33333,"Cell 32",NA
"Cdc42","S1P",14.5,"Cell 01",1.071913
"Cdc42","S1P",14.5,"Cell 02",1.038718
"Cdc42","S1P",14.5,"Cell 03",0.9470237
"Cdc42","S1P",14.5,"Cell 04",0.9821081
"Cdc42","S1P",14.5,"Cell 05",1.005967
"Cdc42","S1P",14.5,"Cell 06",0.9761677
"Cdc42","S1P",14.5,"Cell 07",0.9482938
"Cdc42","S1P",14.5,"Cell 08",1.016594
"Cdc42","S1P",14.5,"Cell 09",0.9937921
"Cdc42","S1P",14.5,"Cell 10",1.035664
"Cdc42","S1P",14.5,"Cell 11",1.018117
"Cdc42","S1P",14.5,"Cell 12",0.9572511
"Cdc42","S1P",14.5,"Cell 13",1.005438
"Cdc42","S1P",14.5,"Cell 14",1.019182
"Cdc42","S1P",14.5,"Cell 15",1.057173
"Cdc42","S1P",14.5,"Cell 16",1.023566
"Cdc42","S1P",14.5,"Cell 17",1.012919
"Cdc42","S1P",14.5,"Cell 18",0.9946634
"Cdc42","S1P",14.5,"Cell 19",1.012991
"Cdc42","S1P",14.5,"Cell 20",NA
"Cdc42","S1P",14.5,"Cell 21",NA
"Cdc42","S1P",14.5,"Cell 22",NA
"Cdc42","S1P",14.5,"Cell 23",NA
"Cdc42","S1P",14.5,"Cell 24",NA
"Cdc42","S1P",14.5,"Cell 25",NA
"Cdc42","S1P",14.5,"Cell 26",NA
"Cdc42","S1P",14.5,"Cell 27",NA
"Cdc42","S1P",14.5,"Cell 28",NA
"Cdc42","S1P",14.5,"Cell 29",NA
"Cdc42","S1P",14.5,"Cell 30",NA
"Cdc42","S1P",14.5,"Cell 31",NA
"Cdc42","S1P",14.5,"Cell 32",NA
"Cdc42","S1P",14.66667,"Cell 01",1.078493
"Cdc42","S1P",14.66667,"Cell 02",1.043134
"Cdc42","S1P",14.66667,"Cell 03",0.9648662
"Cdc42","S1P",14.66667,"Cell 04",0.9906958
"Cdc42","S1P",14.66667,"Cell 05",0.997451
"Cdc42","S1P",14.66667,"Cell 06",0.9507358
"Cdc42","S1P",14.66667,"Cell 07",0.9229748
"Cdc42","S1P",14.66667,"Cell 08",1.015472
"Cdc42","S1P",14.66667,"Cell 09",0.9894713
"Cdc42","S1P",14.66667,"Cell 10",1.033568
"Cdc42","S1P",14.66667,"Cell 11",1.015425
"Cdc42","S1P",14.66667,"Cell 12",0.9520139
"Cdc42","S1P",14.66667,"Cell 13",0.9873769
"Cdc42","S1P",14.66667,"Cell 14",1.020229
"Cdc42","S1P",14.66667,"Cell 15",1.061792
"Cdc42","S1P",14.66667,"Cell 16",1.020004
"Cdc42","S1P",14.66667,"Cell 17",1.009189
"Cdc42","S1P",14.66667,"Cell 18",0.9886773
"Cdc42","S1P",14.66667,"Cell 19",1.0132
"Cdc42","S1P",14.66667,"Cell 20",NA
"Cdc42","S1P",14.66667,"Cell 21",NA
"Cdc42","S1P",14.66667,"Cell 22",NA
"Cdc42","S1P",14.66667,"Cell 23",NA
"Cdc42","S1P",14.66667,"Cell 24",NA
"Cdc42","S1P",14.66667,"Cell 25",NA
"Cdc42","S1P",14.66667,"Cell 26",NA
"Cdc42","S1P",14.66667,"Cell 27",NA
"Cdc42","S1P",14.66667,"Cell 28",NA
"Cdc42","S1P",14.66667,"Cell 29",NA
"Cdc42","S1P",14.66667,"Cell 30",NA
"Cdc42","S1P",14.66667,"Cell 31",NA
"Cdc42","S1P",14.66667,"Cell 32",NA
"Cdc42","S1P",14.83333,"Cell 01",1.081336
"Cdc42","S1P",14.83333,"Cell 02",1.050832
"Cdc42","S1P",14.83333,"Cell 03",0.9434552
"Cdc42","S1P",14.83333,"Cell 04",0.9764739
"Cdc42","S1P",14.83333,"Cell 05",0.9982165
"Cdc42","S1P",14.83333,"Cell 06",0.9539523
"Cdc42","S1P",14.83333,"Cell 07",0.9371396
"Cdc42","S1P",14.83333,"Cell 08",1.016165
"Cdc42","S1P",14.83333,"Cell 09",0.9875551
"Cdc42","S1P",14.83333,"Cell 10",1.028267
"Cdc42","S1P",14.83333,"Cell 11",1.010558
"Cdc42","S1P",14.83333,"Cell 12",0.9500915
"Cdc42","S1P",14.83333,"Cell 13",0.9896409
"Cdc42","S1P",14.83333,"Cell 14",1.024151
"Cdc42","S1P",14.83333,"Cell 15",1.067452
"Cdc42","S1P",14.83333,"Cell 16",1.015738
"Cdc42","S1P",14.83333,"Cell 17",1.008506
"Cdc42","S1P",14.83333,"Cell 18",0.9883209
"Cdc42","S1P",14.83333,"Cell 19",1.006631
"Cdc42","S1P",14.83333,"Cell 20",NA
"Cdc42","S1P",14.83333,"Cell 21",NA
"Cdc42","S1P",14.83333,"Cell 22",NA
"Cdc42","S1P",14.83333,"Cell 23",NA
"Cdc42","S1P",14.83333,"Cell 24",NA
"Cdc42","S1P",14.83333,"Cell 25",NA
"Cdc42","S1P",14.83333,"Cell 26",NA
"Cdc42","S1P",14.83333,"Cell 27",NA
"Cdc42","S1P",14.83333,"Cell 28",NA
"Cdc42","S1P",14.83333,"Cell 29",NA
"Cdc42","S1P",14.83333,"Cell 30",NA
"Cdc42","S1P",14.83333,"Cell 31",NA
"Cdc42","S1P",14.83333,"Cell 32",NA
"Cdc42","S1P",15,"Cell 01",1.090738
"Cdc42","S1P",15,"Cell 02",1.059107
"Cdc42","S1P",15,"Cell 03",0.9474597
"Cdc42","S1P",15,"Cell 04",0.9871153
"Cdc42","S1P",15,"Cell 05",1.006082
"Cdc42","S1P",15,"Cell 06",0.9440997
"Cdc42","S1P",15,"Cell 07",0.9232981
"Cdc42","S1P",15,"Cell 08",1.011998
"Cdc42","S1P",15,"Cell 09",0.9849822
"Cdc42","S1P",15,"Cell 10",1.026445
"Cdc42","S1P",15,"Cell 11",1.010372
"Cdc42","S1P",15,"Cell 12",0.948956
"Cdc42","S1P",15,"Cell 13",0.990311
"Cdc42","S1P",15,"Cell 14",1.011126
"Cdc42","S1P",15,"Cell 15",1.06203
"Cdc42","S1P",15,"Cell 16",1.00641
"Cdc42","S1P",15,"Cell 17",1.000708
"Cdc42","S1P",15,"Cell 18",0.9906313
"Cdc42","S1P",15,"Cell 19",1.007433
"Cdc42","S1P",15,"Cell 20",NA
"Cdc42","S1P",15,"Cell 21",NA
"Cdc42","S1P",15,"Cell 22",NA
"Cdc42","S1P",15,"Cell 23",NA
"Cdc42","S1P",15,"Cell 24",NA
"Cdc42","S1P",15,"Cell 25",NA
"Cdc42","S1P",15,"Cell 26",NA
"Cdc42","S1P",15,"Cell 27",NA
"Cdc42","S1P",15,"Cell 28",NA
"Cdc42","S1P",15,"Cell 29",NA
"Cdc42","S1P",15,"Cell 30",NA
"Cdc42","S1P",15,"Cell 31",NA
"Cdc42","S1P",15,"Cell 32",NA
"Cdc42","S1P",15.16667,"Cell 01",1.096681
"Cdc42","S1P",15.16667,"Cell 02",1.062859
"Cdc42","S1P",15.16667,"Cell 03",0.9518688
"Cdc42","S1P",15.16667,"Cell 04",0.9808418
"Cdc42","S1P",15.16667,"Cell 05",1.003231
"Cdc42","S1P",15.16667,"Cell 06",0.957133
"Cdc42","S1P",15.16667,"Cell 07",0.9327088
"Cdc42","S1P",15.16667,"Cell 08",1.010831
"Cdc42","S1P",15.16667,"Cell 09",0.9880999
"Cdc42","S1P",15.16667,"Cell 10",1.024775
"Cdc42","S1P",15.16667,"Cell 11",1.008958
"Cdc42","S1P",15.16667,"Cell 12",0.9556039
"Cdc42","S1P",15.16667,"Cell 13",0.9904796
"Cdc42","S1P",15.16667,"Cell 14",1.01954
"Cdc42","S1P",15.16667,"Cell 15",1.066502
"Cdc42","S1P",15.16667,"Cell 16",1.009214
"Cdc42","S1P",15.16667,"Cell 17",1.009907
"Cdc42","S1P",15.16667,"Cell 18",0.9932059
"Cdc42","S1P",15.16667,"Cell 19",1.011771
"Cdc42","S1P",15.16667,"Cell 20",NA
"Cdc42","S1P",15.16667,"Cell 21",NA
"Cdc42","S1P",15.16667,"Cell 22",NA
"Cdc42","S1P",15.16667,"Cell 23",NA
"Cdc42","S1P",15.16667,"Cell 24",NA
"Cdc42","S1P",15.16667,"Cell 25",NA
"Cdc42","S1P",15.16667,"Cell 26",NA
"Cdc42","S1P",15.16667,"Cell 27",NA
"Cdc42","S1P",15.16667,"Cell 28",NA
"Cdc42","S1P",15.16667,"Cell 29",NA
"Cdc42","S1P",15.16667,"Cell 30",NA
"Cdc42","S1P",15.16667,"Cell 31",NA
"Cdc42","S1P",15.16667,"Cell 32",NA
"Cdc42","S1P",15.33333,"Cell 01",1.096976
"Cdc42","S1P",15.33333,"Cell 02",1.064171
"Cdc42","S1P",15.33333,"Cell 03",0.93937
"Cdc42","S1P",15.33333,"Cell 04",0.9703104
"Cdc42","S1P",15.33333,"Cell 05",0.9918712
"Cdc42","S1P",15.33333,"Cell 06",0.9525068
"Cdc42","S1P",15.33333,"Cell 07",0.9330064
"Cdc42","S1P",15.33333,"Cell 08",1.008341
"Cdc42","S1P",15.33333,"Cell 09",0.9844108
"Cdc42","S1P",15.33333,"Cell 10",1.022467
"Cdc42","S1P",15.33333,"Cell 11",1.009177
"Cdc42","S1P",15.33333,"Cell 12",0.950528
"Cdc42","S1P",15.33333,"Cell 13",0.9836397
"Cdc42","S1P",15.33333,"Cell 14",1.008971
"Cdc42","S1P",15.33333,"Cell 15",1.056699
"Cdc42","S1P",15.33333,"Cell 16",1.02265
"Cdc42","S1P",15.33333,"Cell 17",1.021135
"Cdc42","S1P",15.33333,"Cell 18",0.9897315
"Cdc42","S1P",15.33333,"Cell 19",1.00946
"Cdc42","S1P",15.33333,"Cell 20",NA
"Cdc42","S1P",15.33333,"Cell 21",NA
"Cdc42","S1P",15.33333,"Cell 22",NA
"Cdc42","S1P",15.33333,"Cell 23",NA
"Cdc42","S1P",15.33333,"Cell 24",NA
"Cdc42","S1P",15.33333,"Cell 25",NA
"Cdc42","S1P",15.33333,"Cell 26",NA
"Cdc42","S1P",15.33333,"Cell 27",NA
"Cdc42","S1P",15.33333,"Cell 28",NA
"Cdc42","S1P",15.33333,"Cell 29",NA
"Cdc42","S1P",15.33333,"Cell 30",NA
"Cdc42","S1P",15.33333,"Cell 31",NA
"Cdc42","S1P",15.33333,"Cell 32",NA
"Cdc42","S1P",15.5,"Cell 01",1.090732
"Cdc42","S1P",15.5,"Cell 02",1.055099
"Cdc42","S1P",15.5,"Cell 03",0.9387203
"Cdc42","S1P",15.5,"Cell 04",0.9652726
"Cdc42","S1P",15.5,"Cell 05",0.9873503
"Cdc42","S1P",15.5,"Cell 06",0.9322377
"Cdc42","S1P",15.5,"Cell 07",0.9137449
"Cdc42","S1P",15.5,"Cell 08",1.013096
"Cdc42","S1P",15.5,"Cell 09",0.9928907
"Cdc42","S1P",15.5,"Cell 10",1.025018
"Cdc42","S1P",15.5,"Cell 11",1.01428
"Cdc42","S1P",15.5,"Cell 12",0.9482554
"Cdc42","S1P",15.5,"Cell 13",0.9852929
"Cdc42","S1P",15.5,"Cell 14",1.017623
"Cdc42","S1P",15.5,"Cell 15",1.061373
"Cdc42","S1P",15.5,"Cell 16",1.011821
"Cdc42","S1P",15.5,"Cell 17",1.012179
"Cdc42","S1P",15.5,"Cell 18",0.9934107
"Cdc42","S1P",15.5,"Cell 19",1.014095
"Cdc42","S1P",15.5,"Cell 20",NA
"Cdc42","S1P",15.5,"Cell 21",NA
"Cdc42","S1P",15.5,"Cell 22",NA
"Cdc42","S1P",15.5,"Cell 23",NA
"Cdc42","S1P",15.5,"Cell 24",NA
"Cdc42","S1P",15.5,"Cell 25",NA
"Cdc42","S1P",15.5,"Cell 26",NA
"Cdc42","S1P",15.5,"Cell 27",NA
"Cdc42","S1P",15.5,"Cell 28",NA
"Cdc42","S1P",15.5,"Cell 29",NA
"Cdc42","S1P",15.5,"Cell 30",NA
"Cdc42","S1P",15.5,"Cell 31",NA
"Cdc42","S1P",15.5,"Cell 32",NA
"Cdc42","S1P",15.66667,"Cell 01",1.087806
"Cdc42","S1P",15.66667,"Cell 02",1.050415
"Cdc42","S1P",15.66667,"Cell 03",0.9482122
"Cdc42","S1P",15.66667,"Cell 04",0.9635976
"Cdc42","S1P",15.66667,"Cell 05",0.9900023
"Cdc42","S1P",15.66667,"Cell 06",0.9437984
"Cdc42","S1P",15.66667,"Cell 07",0.9265751
"Cdc42","S1P",15.66667,"Cell 08",1.00684
"Cdc42","S1P",15.66667,"Cell 09",0.9847683
"Cdc42","S1P",15.66667,"Cell 10",1.021061
"Cdc42","S1P",15.66667,"Cell 11",1.00871
"Cdc42","S1P",15.66667,"Cell 12",0.9549063
"Cdc42","S1P",15.66667,"Cell 13",1.007234
"Cdc42","S1P",15.66667,"Cell 14",1.000034
"Cdc42","S1P",15.66667,"Cell 15",1.049016
"Cdc42","S1P",15.66667,"Cell 16",1.021833
"Cdc42","S1P",15.66667,"Cell 17",1.020328
"Cdc42","S1P",15.66667,"Cell 18",0.9875101
"Cdc42","S1P",15.66667,"Cell 19",1.011221
"Cdc42","S1P",15.66667,"Cell 20",NA
"Cdc42","S1P",15.66667,"Cell 21",NA
"Cdc42","S1P",15.66667,"Cell 22",NA
"Cdc42","S1P",15.66667,"Cell 23",NA
"Cdc42","S1P",15.66667,"Cell 24",NA
"Cdc42","S1P",15.66667,"Cell 25",NA
"Cdc42","S1P",15.66667,"Cell 26",NA
"Cdc42","S1P",15.66667,"Cell 27",NA
"Cdc42","S1P",15.66667,"Cell 28",NA
"Cdc42","S1P",15.66667,"Cell 29",NA
"Cdc42","S1P",15.66667,"Cell 30",NA
"Cdc42","S1P",15.66667,"Cell 31",NA
"Cdc42","S1P",15.66667,"Cell 32",NA
"Cdc42","S1P",15.83333,"Cell 01",1.083862
"Cdc42","S1P",15.83333,"Cell 02",1.050754
"Cdc42","S1P",15.83333,"Cell 03",0.9634216
"Cdc42","S1P",15.83333,"Cell 04",0.9805761
"Cdc42","S1P",15.83333,"Cell 05",0.9848515
"Cdc42","S1P",15.83333,"Cell 06",0.9482284
"Cdc42","S1P",15.83333,"Cell 07",0.9320826
"Cdc42","S1P",15.83333,"Cell 08",1.008026
"Cdc42","S1P",15.83333,"Cell 09",0.9853994
"Cdc42","S1P",15.83333,"Cell 10",1.020176
"Cdc42","S1P",15.83333,"Cell 11",1.00982
"Cdc42","S1P",15.83333,"Cell 12",0.9558219
"Cdc42","S1P",15.83333,"Cell 13",1.00198
"Cdc42","S1P",15.83333,"Cell 14",0.9960705
"Cdc42","S1P",15.83333,"Cell 15",1.045246
"Cdc42","S1P",15.83333,"Cell 16",1.017728
"Cdc42","S1P",15.83333,"Cell 17",1.00973
"Cdc42","S1P",15.83333,"Cell 18",0.9935561
"Cdc42","S1P",15.83333,"Cell 19",1.011533
"Cdc42","S1P",15.83333,"Cell 20",NA
"Cdc42","S1P",15.83333,"Cell 21",NA
