"System","Order","YFP","CFP"
" IRES","YFP first",1221.1,487.95
" IRES","YFP first",1223.1,509.73
" IRES","YFP first",1232.2,477.18
" IRES","YFP first",1235.3,673.12
" IRES","YFP first",1235.8,502.95
" IRES","YFP first",1239.1,530.21
" IRES","YFP first",1239.4,564.64
" IRES","YFP first",1253.1,362.67
" IRES","YFP first",1253.2,575.57
" IRES","YFP first",1257,440.99
" IRES","YFP first",1259.3,798.3
" IRES","YFP first",1261.6,524.58
" IRES","YFP first",1269.1,580.65
" IRES","YFP first",1273.3,479.16
" IRES","YFP first",1274.7,532.65
" IRES","YFP first",1282.9,445.47
" IRES","YFP first",1289.1,502.68
" IRES","YFP first",1291.4,367
" IRES","YFP first",1291.7,632.14
" IRES","YFP first",1293.5,598.3
" IRES","YFP first",1294.5,619.13
" IRES","YFP first",1300,574.19
" IRES","YFP first",1302.2,503.29
" IRES","YFP first",1313.3,501.78
" IRES","YFP first",1317,494.13
" IRES","YFP first",1318.1,335.47
" IRES","YFP first",1318.9,508.77
" IRES","YFP first",1324,528.17
" IRES","YFP first",1334.9,485.05
" IRES","YFP first",1340.4,576.89
" IRES","YFP first",1343.5,582.96
" IRES","YFP first",1350.9,478.97
" IRES","YFP first",1355.6,587.12
" IRES","YFP first",1365.1,595.54
" IRES","YFP first",1365.4,519.04
" IRES","YFP first",1371.3,583.66
" IRES","YFP first",1371.8,501.67
" IRES","YFP first",1381.5,368.38
" IRES","YFP first",1382.2,499.98
" IRES","YFP first",1387.8,534.09
" IRES","YFP first",1390.5,687.18
" IRES","YFP first",1394.8,442.77
" IRES","YFP first",1396.9,557.73
" IRES","YFP first",1404,355.21
" IRES","YFP first",1414.7,485.82
" IRES","YFP first",1417.9,576.4
" IRES","YFP first",1428.4,571.81
" IRES","YFP first",1444.5,417.28
" IRES","YFP first",1448.8,682.74
" IRES","YFP first",1452.3,455.5
" IRES","YFP first",1457,735.17
" IRES","YFP first",1467.3,649.56
" IRES","YFP first",1467.8,600.64
" IRES","YFP first",1468.5,674.67
" IRES","YFP first",1470.5,577.74
" IRES","YFP first",1471.2,531.35
" IRES","YFP first",1472,541.84
" IRES","YFP first",1473.8,614.96
" IRES","YFP first",1475.7,566.22
" IRES","YFP first",1478.7,523.22
" IRES","YFP first",1478.8,568.29
" IRES","YFP first",1480.1,553.02
" IRES","YFP first",1488.7,671.52
" IRES","YFP first",1496,647.02
" IRES","YFP first",1498.5,609.48
" IRES","YFP first",1511.5,608.45
" IRES","YFP first",1519.6,671.27
" IRES","YFP first",1520.3,574.2
" IRES","YFP first",1521.7,617.02
" IRES","YFP first",1522,660.67
" IRES","YFP first",1531.9,517.25
" IRES","YFP first",1539.7,764.61
" IRES","YFP first",1540,866.62
" IRES","YFP first",1543.1,736.53
" IRES","YFP first",1547.6,628.43
" IRES","YFP first",1548.2,624.33
" IRES","YFP first",1549.8,665.65
" IRES","YFP first",1549.9,579.54
" IRES","YFP first",1554.2,660.94
" IRES","YFP first",1555.8,565.51
" IRES","YFP first",1561,691.97
" IRES","YFP first",1571.3,689.4
" IRES","YFP first",1572.6,556.85
" IRES","YFP first",1580.1,780.87
" IRES","YFP first",1582.6,619.88
" IRES","YFP first",1604.1,348.66
" IRES","YFP first",1607.9,768.21
" IRES","YFP first",1627.6,600.66
" IRES","YFP first",1628.7,700.02
" IRES","YFP first",1629.8,539.47
" IRES","YFP first",1632.4,641.29
" IRES","YFP first",1632.9,776.78
" IRES","YFP first",1637.2,613.42
" IRES","YFP first",1643.5,647
" IRES","YFP first",1645.2,630.24
" IRES","YFP first",1652.7,752.47
" IRES","YFP first",1653,411.11
" IRES","YFP first",1667.7,655.23
" IRES","YFP first",1670.7,547.53
" IRES","YFP first",1674.8,618.82
" IRES","YFP first",1675.2,576.05
" IRES","YFP first",1677.9,716.81
" IRES","YFP first",1678.7,625.2
" IRES","YFP first",1691.1,622.45
" IRES","YFP first",1703,709.66
" IRES","YFP first",1712.2,838.67
" IRES","YFP first",1712.6,731.57
" IRES","YFP first",1718.8,809.91
" IRES","YFP first",1724.8,762.71
" IRES","YFP first",1726,721.93
" IRES","YFP first",1729.9,412.69
" IRES","YFP first",1730.6,786.07
" IRES","YFP first",1731.5,575.47
" IRES","YFP first",1740.6,758.04
" IRES","YFP first",1745.4,798.15
" IRES","YFP first",1753.1,803.14
" IRES","YFP first",1763.6,657.82
" IRES","YFP first",1770.6,540.33
" IRES","YFP first",1773.8,713.9
" IRES","YFP first",1779.1,596.75
" IRES","YFP first",1781.6,988.87
" IRES","YFP first",1787.4,692.29
" IRES","YFP first",1800.1,763.47
" IRES","YFP first",1815.9,648.53
" IRES","YFP first",1816.5,667.78
" IRES","YFP first",1826.4,711.8
" IRES","YFP first",1828.7,774.11
" IRES","YFP first",1830.6,680.41
" IRES","YFP first",1835,796.01
" IRES","YFP first",1842.5,383.36
" IRES","YFP first",1853.2,840.05
" IRES","YFP first",1853.7,727.67
" IRES","YFP first",1855.6,696.9
" IRES","YFP first",1862,945.03
" IRES","YFP first",1867.6,932.94
" IRES","YFP first",1867.8,726.07
" IRES","YFP first",1881.1,497.04
" IRES","YFP first",1883.4,814.51
" IRES","YFP first",1893,549.14
" IRES","YFP first",1893.7,873.16
" IRES","YFP first",1895.3,746.8
" IRES","YFP first",1896.6,814.98
" IRES","YFP first",1897.2,898.07
" IRES","YFP first",1909.2,911.39
" IRES","YFP first",1909.9,725.2
" IRES","YFP first",1913.1,867.01
" IRES","YFP first",1913.9,584.48
" IRES","YFP first",1915.4,922.88
" IRES","YFP first",1922.1,912.35
" IRES","YFP first",1932.1,762.14
" IRES","YFP first",1933.7,542.95
" IRES","YFP first",1934.9,890.03
" IRES","YFP first",1935.2,731.75
" IRES","YFP first",1937,371.14
" IRES","YFP first",1948.2,490.29
" IRES","YFP first",1962.8,925.3
" IRES","YFP first",1964.1,733.25
" IRES","YFP first",1970.2,863.15
" IRES","YFP first",1971.8,707.64
" IRES","YFP first",1989.1,703.7
" IRES","YFP first",1993.4,451.8
" IRES","YFP first",1997.6,516.41
" IRES","YFP first",2001.6,898.2
" IRES","YFP first",2009.8,960.45
" IRES","YFP first",2019.5,630.01
" IRES","YFP first",2021.8,729.47
" IRES","YFP first",2040.4,984.01
" IRES","YFP first",2050.6,750.98
" IRES","YFP first",2050.8,844.7
" IRES","YFP first",2051.2,765.12
" IRES","YFP first",2060.9,828.84
" IRES","YFP first",2067.1,848.16
" IRES","YFP first",2077.6,743.06
" IRES","YFP first",2085.4,715.84
" IRES","YFP first",2087.2,533.16
" IRES","YFP first",2099.6,855.05
" IRES","YFP first",2103.8,849.7
" IRES","YFP first",2105.5,790.26
" IRES","YFP first",2112,854.85
" IRES","YFP first",2116.4,807
" IRES","YFP first",2117.4,742.68
" IRES","YFP first",2119.8,1207.7
" IRES","YFP first",2127.7,922.62
" IRES","YFP first",2139.2,766.86
" IRES","YFP first",2144.5,579.9
" IRES","YFP first",2145.2,1058.4
" IRES","YFP first",2156,667.57
" IRES","YFP first",2164,828.46
" IRES","YFP first",2165.1,912.37
" IRES","YFP first",2167.3,1089.1
" IRES","YFP first",2180.5,769.5
" IRES","YFP first",2181.3,1553.5
" IRES","YFP first",2184.4,898.12
" IRES","YFP first",2186.7,1573.7
" IRES","YFP first",2193.3,844.89
" IRES","YFP first",2194.4,1026.8
" IRES","YFP first",2197.6,930.64
" IRES","YFP first",2200.5,1214.9
" IRES","YFP first",2201,850.43
" IRES","YFP first",2208,958.39
" IRES","YFP first",2210,885.19
" IRES","YFP first",2210.7,975.69
" IRES","YFP first",2210.9,778.57
" IRES","YFP first",2215.9,892.01
" IRES","YFP first",2236.9,878.14
" IRES","YFP first",2239,779.51
" IRES","YFP first",2247.4,958.43
" IRES","YFP first",2248.5,935.63
" IRES","YFP first",2251.8,1049.8
" IRES","YFP first",2254.7,760.01
" IRES","YFP first",2258.4,1265.7
" IRES","YFP first",2262.1,1102.8
" IRES","YFP first",2263.1,876.71
" IRES","YFP first",2263.7,1185.8
" IRES","YFP first",2265.4,843.26
" IRES","YFP first",2269.5,939.98
" IRES","YFP first",2278.6,590.15
" IRES","YFP first",2281.2,844.87
" IRES","YFP first",2281.8,1297.6
" IRES","YFP first",2298.3,710.38
" IRES","YFP first",2307.7,810.7
" IRES","YFP first",2309.3,936.48
" IRES","YFP first",2309.6,754.89
" IRES","YFP first",2312.5,844.99
" IRES","YFP first",2317.5,843.04
" IRES","YFP first",2323.1,1124.1
" IRES","YFP first",2330,529.25
" IRES","YFP first",2337,483.06
" IRES","YFP first",2337.6,887.6
" IRES","YFP first",2343.2,1159
" IRES","YFP first",2347.8,720.23
" IRES","YFP first",2348.2,834.8
" IRES","YFP first",2355.9,1670
" IRES","YFP first",2361.1,908.59
" IRES","YFP first",2368.9,839.01
" IRES","YFP first",2377.4,1097.8
" IRES","YFP first",2380.4,996.7
" IRES","YFP first",2386.4,1242.1
" IRES","YFP first",2399.3,644.96
" IRES","YFP first",2399.9,843.04
" IRES","YFP first",2403.7,1141.9
" IRES","YFP first",2408.3,845.91
" IRES","YFP first",2408.5,626.23
" IRES","YFP first",2436.1,891.66
" IRES","YFP first",2437.6,1013.9
" IRES","YFP first",2456.2,893.5
" IRES","YFP first",2465.9,786.56
" IRES","YFP first",2467.8,1188
" IRES","YFP first",2501.2,1310.9
" IRES","YFP first",2505.5,904.03
" IRES","YFP first",2507.8,1908.8
" IRES","YFP first",2508.6,1030.5
" IRES","YFP first",2512.9,630.39
" IRES","YFP first",2530.1,1039.7
" IRES","YFP first",2531.7,1347.9
" IRES","YFP first",2551.8,1051.7
" IRES","YFP first",2568.7,901.62
" IRES","YFP first",2574.7,680.09
" IRES","YFP first",2583.6,1189.5
" IRES","YFP first",2588.8,928.84
" IRES","YFP first",2590.7,1281.7
" IRES","YFP first",2591.6,939.6
" IRES","YFP first",2595.4,1357.1
" IRES","YFP first",2598.4,1255.8
" IRES","YFP first",2600.3,1336.7
" IRES","YFP first",2601.5,789.22
" IRES","YFP first",2624.1,1900.2
" IRES","YFP first",2629.7,1021.5
" IRES","YFP first",2638.1,928.15
" IRES","YFP first",2641.6,951.83
" IRES","YFP first",2654.7,964.12
" IRES","YFP first",2657,1362.4
" IRES","YFP first",2659.7,1225.9
" IRES","YFP first",2660.9,974.33
" IRES","YFP first",2663.7,1054.3
" IRES","YFP first",2663.8,1151.2
" IRES","YFP first",2664.8,1425.9
" IRES","YFP first",2684.9,923.6
" IRES","YFP first",2686.8,944.03
" IRES","YFP first",2692.8,1155.8
" IRES","YFP first",2695.9,724.85
" IRES","YFP first",2704.3,998.5
" IRES","YFP first",2716.9,1048.5
" IRES","YFP first",2730.6,1134.6
" IRES","YFP first",2746.1,1124.7
" IRES","YFP first",2763.8,1147.3
" IRES","YFP first",2782.8,996.83
" IRES","YFP first",2799.3,1141
" IRES","YFP first",2806.6,1044.8
" IRES","YFP first",2816.1,990.5
" IRES","YFP first",2817.6,750.84
" IRES","YFP first",2835.5,1294.6
" IRES","YFP first",2863.9,1032.9
" IRES","YFP first",2866.9,1353.6
" IRES","YFP first",2896.2,1606
" IRES","YFP first",2904.5,1033.5
" IRES","YFP first",2910.3,1035.7
" IRES","YFP first",2912.7,869.63
" IRES","YFP first",2964.9,1205.4
" IRES","YFP first",2965.4,1634.5
" IRES","YFP first",2986.7,899.77
" IRES","YFP first",2986.7,1078.8
" IRES","YFP first",3000.6,623.37
" IRES","YFP first",3019,1077.8
" IRES","YFP first",3027.5,1391.3
" IRES","YFP first",3035.9,1122
" IRES","YFP first",3038.5,1060.9
" IRES","YFP first",3050.2,1208.6
" IRES","YFP first",3051.9,983.97
" IRES","YFP first",3075.9,1435.4
" IRES","YFP first",3082.2,939.54
" IRES","YFP first",3088.9,1244.5
" IRES","YFP first",3117.7,1083.5
" IRES","YFP first",3123.7,1167.4
" IRES","YFP first",3145,971.45
" IRES","YFP first",3147.5,1280.3
" IRES","YFP first",3153,1330.8
" IRES","YFP first",3165.7,1102.9
" IRES","YFP first",3174.6,1244
" IRES","YFP first",3186.9,1328.8
" IRES","YFP first",3187,1279.9
" IRES","YFP first",3205.4,949.85
" IRES","YFP first",3265.9,976.57
" IRES","YFP first",3289.4,1430.4
" IRES","YFP first",3289.6,1009.4
" IRES","YFP first",3290.8,1840.6
" IRES","YFP first",3307.2,1067.7
" IRES","YFP first",3319,1005.7
" IRES","YFP first",3354.1,857.07
" IRES","YFP first",3356.4,1003
" IRES","YFP first",3382,1391.4
" IRES","YFP first",3383.3,1296.9
" IRES","YFP first",3392.2,1110.3
" IRES","YFP first",3400.4,1075.1
" IRES","YFP first",3403,1557.6
" IRES","YFP first",3410.7,1564.8
" IRES","YFP first",3416.8,1430.5
" IRES","YFP first",3416.8,1289.5
" IRES","YFP first",3417.9,1121.4
" IRES","YFP first",3439.2,1239.9
" IRES","YFP first",3445.6,1418.9
" IRES","YFP first",3462.3,1546.2
" IRES","YFP first",3479,1415.2
" IRES","YFP first",3486.9,1804.9
" IRES","YFP first",3490.1,1509.2
" IRES","YFP first",3495,1483.2
" IRES","YFP first",3503.4,1540.9
" IRES","YFP first",3511.2,1405.7
" IRES","YFP first",3594.8,1035.8
" IRES","YFP first",3596.9,1473.2
" IRES","YFP first",3598.6,938.09
" IRES","YFP first",3620.3,1792.5
" IRES","YFP first",3668.1,1101.6
" IRES","YFP first",3682.2,1603.9
" IRES","YFP first",3699.3,1348.2
" IRES","YFP first",3787.2,1463.6
" IRES","YFP first",3822.5,1724.4
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","YFP first",NA,NA
" IRES","CFP first",60.505,196.97
" IRES","CFP first",124.82,625.77
" IRES","CFP first",145.51,672.24
" IRES","CFP first",143.98,703.17
" IRES","CFP first",143.45,717.7
" IRES","CFP first",150.59,775.4
" IRES","CFP first",155.32,777.32
" IRES","CFP first",189.27,781.4
" IRES","CFP first",167.62,829.67
" IRES","CFP first",176.57,843.15
" IRES","CFP first",182.48,870.28
" IRES","CFP first",215.26,1072.6
" IRES","CFP first",190.52,1098.7
" IRES","CFP first",214.17,1103.8
" IRES","CFP first",231.07,1166.9
" IRES","CFP first",222.84,1199.5
" IRES","CFP first",230.92,1209.7
" IRES","CFP first",222.16,1254.2
" IRES","CFP first",209.6,1267.8
" IRES","CFP first",256.45,1271.6
" IRES","CFP first",294.21,1278.6
" IRES","CFP first",233.23,1280.8
" IRES","CFP first",233.14,1291.6
" IRES","CFP first",350.99,1332.9
" IRES","CFP first",330.65,1341.2
" IRES","CFP first",259.63,1364
" IRES","CFP first",349.47,1366.7
" IRES","CFP first",291.87,1367.2
" IRES","CFP first",299.46,1373.8
" IRES","CFP first",300.04,1376.7
" IRES","CFP first",221.74,1422.8
" IRES","CFP first",362.08,1432.4
" IRES","CFP first",282.08,1455.8
" IRES","CFP first",365.28,1473.3
" IRES","CFP first",312.35,1476
" IRES","CFP first",390.69,1477.3
" IRES","CFP first",362.16,1504.4
" IRES","CFP first",327.78,1514.2
" IRES","CFP first",348.86,1521.9
" IRES","CFP first",330.16,1525
" IRES","CFP first",303.22,1529.9
" IRES","CFP first",371.09,1533.6
" IRES","CFP first",281.42,1546.1
" IRES","CFP first",289.23,1581.8
" IRES","CFP first",277.44,1592.5
" IRES","CFP first",400.14,1617.3
" IRES","CFP first",442.85,1618.3
" IRES","CFP first",350.23,1644.8
" IRES","CFP first",306.54,1648.8
" IRES","CFP first",361.24,1677
" IRES","CFP first",350.34,1693.3
" IRES","CFP first",435.48,1774.4
" IRES","CFP first",315.4,1777
" IRES","CFP first",128.62,1789.5
" IRES","CFP first",343.88,1795.1
" IRES","CFP first",431.51,1804.5
" IRES","CFP first",450.56,1820.6
" IRES","CFP first",386.44,1826.9
" IRES","CFP first",260.49,1827.4
" IRES","CFP first",336.94,1840
" IRES","CFP first",426.71,1856.7
" IRES","CFP first",383.8,1865.4
" IRES","CFP first",424.11,1865.6
" IRES","CFP first",459.98,1870.4
" IRES","CFP first",382.29,1880.1
" IRES","CFP first",330.09,1919.1
" IRES","CFP first",348.43,1921.4
" IRES","CFP first",455.07,1929
" IRES","CFP first",448.94,1931.1
" IRES","CFP first",308.93,2020.8
" IRES","CFP first",480.78,2032.4
" IRES","CFP first",445.1,2043.6
" IRES","CFP first",309.78,2056.7
" IRES","CFP first",517.32,2064
" IRES","CFP first",492.52,2078.2
" IRES","CFP first",433.16,2079.8
" IRES","CFP first",474.46,2083.9
" IRES","CFP first",520.65,2088.3
" IRES","CFP first",510.15,2091.1
" IRES","CFP first",579.64,2098.3
" IRES","CFP first",361.33,2100.6
" IRES","CFP first",561.77,2113
" IRES","CFP first",512.26,2118.1
" IRES","CFP first",337.35,2121.5
" IRES","CFP first",512.09,2123.7
" IRES","CFP first",290.56,2140.7
" IRES","CFP first",389.81,2161.6
" IRES","CFP first",331.03,2165.9
" IRES","CFP first",537.01,2168.2
" IRES","CFP first",504.77,2189.9
" IRES","CFP first",374.4,2192.2
