"System","Order","YFP","CFP"
"2A-peptide","YFP first",953.06,1252.2
"2A-peptide","YFP first",955.78,1152.5
"2A-peptide","YFP first",958.29,1111.4
"2A-peptide","YFP first",959.44,1212.8
"2A-peptide","YFP first",960.33,1219.6
"2A-peptide","YFP first",962.79,1144.6
"2A-peptide","YFP first",966.9,1041.2
"2A-peptide","YFP first",967.31,1095.7
"2A-peptide","YFP first",969.92,1110.4
"2A-peptide","YFP first",974.85,1171
"2A-peptide","YFP first",976.13,964.87
"2A-peptide","YFP first",978.05,1184.3
"2A-peptide","YFP first",980.77,1260.7
"2A-peptide","YFP first",981,1212.6
"2A-peptide","YFP first",981.13,1201.1
"2A-peptide","YFP first",981.72,1210.3
"2A-peptide","YFP first",983.5,1307.3
"2A-peptide","YFP first",984.67,1013.9
"2A-peptide","YFP first",984.97,1197.9
"2A-peptide","YFP first",986.53,948.6
"2A-peptide","YFP first",989.45,1237.8
"2A-peptide","YFP first",989.96,1302.7
"2A-peptide","YFP first",992.18,1232.3
"2A-peptide","YFP first",995.88,1123
"2A-peptide","YFP first",996.3,1166.7
"2A-peptide","YFP first",997.04,1193.5
"2A-peptide","YFP first",997.06,1143.3
"2A-peptide","YFP first",997.85,1181.3
"2A-peptide","YFP first",997.98,1142
"2A-peptide","YFP first",998.03,1223.9
"2A-peptide","YFP first",1002.4,1162
"2A-peptide","YFP first",1004.3,1267.2
"2A-peptide","YFP first",1005.1,1251.3
"2A-peptide","YFP first",1005.5,1387.2
"2A-peptide","YFP first",1005.8,1167.1
"2A-peptide","YFP first",1009.9,1112.7
"2A-peptide","YFP first",1017.4,1098.1
"2A-peptide","YFP first",1017.5,1173.8
"2A-peptide","YFP first",1019.1,1232.5
"2A-peptide","YFP first",1021.2,1219.4
"2A-peptide","YFP first",1022.3,1276.3
"2A-peptide","YFP first",1022.7,1190.4
"2A-peptide","YFP first",1025.9,1096.9
"2A-peptide","YFP first",1026.7,1198.5
"2A-peptide","YFP first",1033.6,1323.3
"2A-peptide","YFP first",1034,1030.2
"2A-peptide","YFP first",1041.1,1445.1
"2A-peptide","YFP first",1042.9,1320.8
"2A-peptide","YFP first",1043.1,1138.5
"2A-peptide","YFP first",1043.3,1273.9
"2A-peptide","YFP first",1044.9,1357.6
"2A-peptide","YFP first",1046.6,1072.9
"2A-peptide","YFP first",1048.3,1169.1
"2A-peptide","YFP first",1052,1114.2
"2A-peptide","YFP first",1055.1,1254
"2A-peptide","YFP first",1055.2,1263.4
"2A-peptide","YFP first",1056.5,1413.7
"2A-peptide","YFP first",1058,1264.9
"2A-peptide","YFP first",1063.5,1224.9
"2A-peptide","YFP first",1064.4,1259.8
"2A-peptide","YFP first",1066.7,988.1
"2A-peptide","YFP first",1078.3,1270.9
"2A-peptide","YFP first",1079.7,1312.3
"2A-peptide","YFP first",1086.6,1206.5
"2A-peptide","YFP first",1087,1350.8
"2A-peptide","YFP first",1087.7,1261.1
"2A-peptide","YFP first",1088.2,1307.3
"2A-peptide","YFP first",1094.4,1326.2
"2A-peptide","YFP first",1094.7,1359.4
"2A-peptide","YFP first",1097,1342.5
"2A-peptide","YFP first",1099,1273.8
"2A-peptide","YFP first",1099.8,1257.4
"2A-peptide","YFP first",1101.3,1353.9
"2A-peptide","YFP first",1103.6,1167.8
"2A-peptide","YFP first",1103.7,1401.9
"2A-peptide","YFP first",1104.9,1367.1
"2A-peptide","YFP first",1107.1,1449.3
"2A-peptide","YFP first",1112.2,1380.2
"2A-peptide","YFP first",1121.9,1475.3
"2A-peptide","YFP first",1123.3,1487.6
"2A-peptide","YFP first",1125.1,1324.2
"2A-peptide","YFP first",1126.7,1001.6
"2A-peptide","YFP first",1127.4,1595.8
"2A-peptide","YFP first",1128.7,1412.7
"2A-peptide","YFP first",1129.2,1333.2
"2A-peptide","YFP first",1130,1372.1
"2A-peptide","YFP first",1130.2,1313.2
"2A-peptide","YFP first",1134.1,1687.8
"2A-peptide","YFP first",1141.5,1473.8
"2A-peptide","YFP first",1144.5,1224.3
"2A-peptide","YFP first",1146.3,1350.6
"2A-peptide","YFP first",1149.4,1480.2
"2A-peptide","YFP first",1151,1458.2
"2A-peptide","YFP first",1153.8,1331.5
"2A-peptide","YFP first",1156.9,1235.8
"2A-peptide","YFP first",1162.5,1297.1
"2A-peptide","YFP first",1163.5,1376.4
"2A-peptide","YFP first",1167.2,1508.7
"2A-peptide","YFP first",1167.2,1299.8
"2A-peptide","YFP first",1167.2,1240.2
"2A-peptide","YFP first",1167.5,1377.9
"2A-peptide","YFP first",1169.2,1335.6
"2A-peptide","YFP first",1170.1,1172.7
"2A-peptide","YFP first",1170.8,1343.2
"2A-peptide","YFP first",1173.5,1384.7
"2A-peptide","YFP first",1174.9,1519
"2A-peptide","YFP first",1179.1,1505.6
"2A-peptide","YFP first",1181.2,1410.2
"2A-peptide","YFP first",1181.6,1355.8
"2A-peptide","YFP first",1182.7,1492.1
"2A-peptide","YFP first",1183.5,1437.3
"2A-peptide","YFP first",1185.1,1451.5
"2A-peptide","YFP first",1187.7,1319.7
"2A-peptide","YFP first",1192.1,1416.7
"2A-peptide","YFP first",1198.8,1272.9
"2A-peptide","YFP first",1199.6,1113.8
"2A-peptide","YFP first",1206.3,1457.2
"2A-peptide","YFP first",1208.8,1364.9
"2A-peptide","YFP first",1212.8,1424.7
"2A-peptide","YFP first",1214.5,1371.2
"2A-peptide","YFP first",1216.6,1394
"2A-peptide","YFP first",1220.3,1411.6
"2A-peptide","YFP first",1220.6,1645.7
"2A-peptide","YFP first",1224.1,1419.7
"2A-peptide","YFP first",1228.5,1678
"2A-peptide","YFP first",1231.1,1441.1
"2A-peptide","YFP first",1233.7,1586.3
"2A-peptide","YFP first",1236.9,1394
"2A-peptide","YFP first",1240.3,1580
"2A-peptide","YFP first",1248.1,1309.6
"2A-peptide","YFP first",1250.6,1440.3
"2A-peptide","YFP first",1250.9,1427.2
"2A-peptide","YFP first",1251.1,1435.8
"2A-peptide","YFP first",1257.4,1454.7
"2A-peptide","YFP first",1258.2,1461.5
"2A-peptide","YFP first",1259.2,1496.5
"2A-peptide","YFP first",1263.3,1295.7
"2A-peptide","YFP first",1265,1489
"2A-peptide","YFP first",1268.6,1408.1
"2A-peptide","YFP first",1269.1,1527.2
"2A-peptide","YFP first",1274.7,1788.8
"2A-peptide","YFP first",1277.4,1541.4
"2A-peptide","YFP first",1278,1490.8
"2A-peptide","YFP first",1280.7,1554.7
"2A-peptide","YFP first",1282.9,1416.5
"2A-peptide","YFP first",1284.4,1563.5
"2A-peptide","YFP first",1285.8,1540.2
"2A-peptide","YFP first",1287.7,1475.1
"2A-peptide","YFP first",1289.5,1151.8
"2A-peptide","YFP first",1290.9,1426.8
"2A-peptide","YFP first",1291.7,1543.3
"2A-peptide","YFP first",1295.5,1446.6
"2A-peptide","YFP first",1297.1,1517.7
"2A-peptide","YFP first",1300.8,1614.5
"2A-peptide","YFP first",1301.7,1473.4
"2A-peptide","YFP first",1303.4,1567.1
"2A-peptide","YFP first",1303.9,1416.8
"2A-peptide","YFP first",1309.9,1676.4
"2A-peptide","YFP first",1311.8,1505.2
"2A-peptide","YFP first",1318.8,1284.4
"2A-peptide","YFP first",1325,1518.6
"2A-peptide","YFP first",1326.6,1557
"2A-peptide","YFP first",1332.8,1715.1
"2A-peptide","YFP first",1337.4,1513
"2A-peptide","YFP first",1341.6,1712.7
"2A-peptide","YFP first",1345.1,1432.9
"2A-peptide","YFP first",1345.5,1610.3
"2A-peptide","YFP first",1349.4,1528.3
"2A-peptide","YFP first",1352.8,1632.8
"2A-peptide","YFP first",1354.1,1621.7
"2A-peptide","YFP first",1355.4,1852.6
"2A-peptide","YFP first",1357.7,1376.5
"2A-peptide","YFP first",1366.4,1461.8
"2A-peptide","YFP first",1366.6,1591.5
"2A-peptide","YFP first",1366.7,1600.9
"2A-peptide","YFP first",1367.8,1396.8
"2A-peptide","YFP first",1375.1,1704.1
"2A-peptide","YFP first",1375.6,1627
"2A-peptide","YFP first",1376.1,1566.6
"2A-peptide","YFP first",1383.2,1422.3
"2A-peptide","YFP first",1383.4,1626.2
"2A-peptide","YFP first",1388.8,1649.7
"2A-peptide","YFP first",1391.4,1738.6
"2A-peptide","YFP first",1393.5,1676
"2A-peptide","YFP first",1398.3,1668.7
"2A-peptide","YFP first",1400.3,1704.4
"2A-peptide","YFP first",1402.4,1906.1
"2A-peptide","YFP first",1403.8,1548.9
"2A-peptide","YFP first",1404.3,1421.3
"2A-peptide","YFP first",1405.3,1380.9
"2A-peptide","YFP first",1405.4,1637.4
"2A-peptide","YFP first",1405.4,1919.7
"2A-peptide","YFP first",1406.3,1571.9
"2A-peptide","YFP first",1407.6,1848.4
"2A-peptide","YFP first",1408.1,1682.5
"2A-peptide","YFP first",1411.5,1676
"2A-peptide","YFP first",1411.9,1452.5
"2A-peptide","YFP first",1412.6,1698.8
"2A-peptide","YFP first",1414.2,1696.3
"2A-peptide","YFP first",1416.9,1886.6
"2A-peptide","YFP first",1417,1676.3
"2A-peptide","YFP first",1418.3,1733.5
"2A-peptide","YFP first",1418.6,1583.6
"2A-peptide","YFP first",1420.6,1660.8
"2A-peptide","YFP first",1424.6,1763
"2A-peptide","YFP first",1428.4,1566.9
"2A-peptide","YFP first",1430.6,1611.6
"2A-peptide","YFP first",1436.6,1702.3
"2A-peptide","YFP first",1448.8,1661
"2A-peptide","YFP first",1451,1724.7
"2A-peptide","YFP first",1451.6,1607.1
"2A-peptide","YFP first",1452.2,1680.9
"2A-peptide","YFP first",1452.6,1752.1
"2A-peptide","YFP first",1454,1619.5
"2A-peptide","YFP first",1455.7,1877.2
"2A-peptide","YFP first",1456.3,1686.8
"2A-peptide","YFP first",1457.6,1616
"2A-peptide","YFP first",1463.3,1353.7
"2A-peptide","YFP first",1465,1654.9
"2A-peptide","YFP first",1471.9,1957.2
"2A-peptide","YFP first",1473.4,1657.3
"2A-peptide","YFP first",1475.2,1783
"2A-peptide","YFP first",1475.2,1814.4
"2A-peptide","YFP first",1478.1,1870
"2A-peptide","YFP first",1478.4,1801.5
"2A-peptide","YFP first",1479,1518.6
"2A-peptide","YFP first",1480,1635.7
"2A-peptide","YFP first",1480.1,1689.2
"2A-peptide","YFP first",1492.1,1916.3
"2A-peptide","YFP first",1498,1702
"2A-peptide","YFP first",1509.3,1808.2
"2A-peptide","YFP first",1511.3,1751.4
"2A-peptide","YFP first",1517.6,1852.9
"2A-peptide","YFP first",1526.6,1751.6
"2A-peptide","YFP first",1527.3,1879.8
"2A-peptide","YFP first",1528.3,1870
"2A-peptide","YFP first",1528.8,1917.1
"2A-peptide","YFP first",1532.9,1457.5
"2A-peptide","YFP first",1533.2,1929.2
"2A-peptide","YFP first",1533.2,1805.4
"2A-peptide","YFP first",1537.8,1715.3
"2A-peptide","YFP first",1541.2,2032.7
"2A-peptide","YFP first",1543.8,1894.1
"2A-peptide","YFP first",1544.6,1720.4
"2A-peptide","YFP first",1548.9,1781
"2A-peptide","YFP first",1553.9,1913.4
"2A-peptide","YFP first",1556.4,2009.9
"2A-peptide","YFP first",1558.5,1823.4
"2A-peptide","YFP first",1559,1684.1
"2A-peptide","YFP first",1560.7,1592.3
"2A-peptide","YFP first",1564.3,1649.6
"2A-peptide","YFP first",1566.7,1943.1
"2A-peptide","YFP first",1566.8,1896.8
"2A-peptide","YFP first",1567.1,1977.5
"2A-peptide","YFP first",1571.8,2074.2
"2A-peptide","YFP first",1573.4,1966.7
"2A-peptide","YFP first",1576.6,1899.2
"2A-peptide","YFP first",1580.2,1790.6
"2A-peptide","YFP first",1582.4,1801.6
"2A-peptide","YFP first",1583.8,2067.6
"2A-peptide","YFP first",1587.1,1739
"2A-peptide","YFP first",1591.5,1893.9
"2A-peptide","YFP first",1600.4,1737.9
"2A-peptide","YFP first",1603.9,1800
"2A-peptide","YFP first",1604.4,1818.4
"2A-peptide","YFP first",1606.4,1940.8
"2A-peptide","YFP first",1612.4,1902
"2A-peptide","YFP first",1613.4,1900.9
"2A-peptide","YFP first",1616.8,1514.1
"2A-peptide","YFP first",1619.2,1839.8
"2A-peptide","YFP first",1620.8,1863.8
"2A-peptide","YFP first",1622,2097.8
"2A-peptide","YFP first",1622.7,1854.5
"2A-peptide","YFP first",1629.6,2035
"2A-peptide","YFP first",1635,1917.9
"2A-peptide","YFP first",1649.6,1898.6
"2A-peptide","YFP first",1650.3,1589.2
"2A-peptide","YFP first",1650.4,1697.4
"2A-peptide","YFP first",1653.4,1587.7
"2A-peptide","YFP first",1653.8,2112.4
"2A-peptide","YFP first",1654.2,2150.2
"2A-peptide","YFP first",1654.8,1941.5
"2A-peptide","YFP first",1661.2,2104.5
"2A-peptide","YFP first",1662.1,2200.3
"2A-peptide","YFP first",1665,1956
"2A-peptide","YFP first",1670.4,2293.8
"2A-peptide","YFP first",1679,1947.6
"2A-peptide","YFP first",1689.7,2051.4
"2A-peptide","YFP first",1690.2,1951.1
"2A-peptide","YFP first",1690.9,2128.3
"2A-peptide","YFP first",1691.9,1946.5
"2A-peptide","YFP first",1692.5,2041.9
"2A-peptide","YFP first",1693.7,2079.5
"2A-peptide","YFP first",1693.8,1633.7
"2A-peptide","YFP first",1698.2,2064.8
"2A-peptide","YFP first",1702.5,2039.3
"2A-peptide","YFP first",1705.4,2000.7
"2A-peptide","YFP first",1706.9,1854.2
"2A-peptide","YFP first",1708.5,2156
"2A-peptide","YFP first",1709.9,2071.1
"2A-peptide","YFP first",1713.7,2176
"2A-peptide","YFP first",1717.5,1878.9
"2A-peptide","YFP first",1718.8,2291.6
"2A-peptide","YFP first",1723.9,2128.5
"2A-peptide","YFP first",1726.2,1924.7
"2A-peptide","YFP first",1731,1965
"2A-peptide","YFP first",1731.4,1864.2
"2A-peptide","YFP first",1732.8,1955.8
"2A-peptide","YFP first",1745.7,2059.8
"2A-peptide","YFP first",1747.2,2122.2
"2A-peptide","YFP first",1766.8,2196.2
"2A-peptide","YFP first",1778.4,2329.4
"2A-peptide","YFP first",1783.5,1497.6
"2A-peptide","YFP first",1811.3,2261.2
"2A-peptide","YFP first",1817.9,2197.5
"2A-peptide","YFP first",1819.8,2304.2
"2A-peptide","YFP first",1827.1,2280
"2A-peptide","YFP first",1832.8,2366.7
"2A-peptide","YFP first",1852.7,2196.1
"2A-peptide","YFP first",1868.6,2229.4
"2A-peptide","YFP first",1872,2191.2
"2A-peptide","YFP first",1872.2,2277.5
"2A-peptide","YFP first",1874.5,2046.9
"2A-peptide","YFP first",1896.6,2263.3
"2A-peptide","YFP first",1896.9,2278.6
"2A-peptide","YFP first",1899.1,2373.9
"2A-peptide","YFP first",1902.5,2121.8
"2A-peptide","YFP first",1904.3,2358.5
"2A-peptide","YFP first",1905.1,2247.9
"2A-peptide","YFP first",1917.8,1660.2
"2A-peptide","YFP first",1920.1,2269
"2A-peptide","YFP first",1926,2039.3
"2A-peptide","YFP first",1932.9,2228.9
"2A-peptide","YFP first",1944.1,2591.9
"2A-peptide","YFP first",1951.5,2214.6
"2A-peptide","YFP first",1972,2361
"2A-peptide","YFP first",1977.9,2206.8
"2A-peptide","YFP first",1979.5,2331.3
"2A-peptide","YFP first",1991.3,2573.6
"2A-peptide","YFP first",1996,2188.5
"2A-peptide","YFP first",2026.6,2444.4
"2A-peptide","YFP first",2029.6,1762.1
"2A-peptide","YFP first",2032.3,2334.4
"2A-peptide","YFP first",2051.5,2496.7
"2A-peptide","YFP first",2077.8,2709.4
"2A-peptide","YFP first",2095.7,2442
"2A-peptide","YFP first",2115.9,2791.6
"2A-peptide","YFP first",2117.3,2350.9
"2A-peptide","YFP first",2122.5,2497.2
"2A-peptide","YFP first",2124.3,2444
"2A-peptide","YFP first",2143.3,2474.2
"2A-peptide","YFP first",2146.9,2664.5
"2A-peptide","YFP first",2148.6,2336.4
"2A-peptide","YFP first",2156,1918
"2A-peptide","YFP first",2163.5,2808.9
"2A-peptide","YFP first",2164.9,2454.5
"2A-peptide","YFP first",2175.7,2761.6
"2A-peptide","YFP first",2176.9,2457.9
"2A-peptide","YFP first",2179.5,2671.7
"2A-peptide","YFP first",2185.9,2337.8
"2A-peptide","YFP first",2205,2476.1
"2A-peptide","YFP first",2208.3,3033
"2A-peptide","YFP first",2220.9,2562.9
"2A-peptide","YFP first",2223.6,2062.7
"2A-peptide","YFP first",2245.6,2476.2
"2A-peptide","YFP first",2264,2706.9
"2A-peptide","YFP first",2272.8,2422.8
"2A-peptide","YFP first",2296,2521.7
"2A-peptide","YFP first",2303.6,2709.5
"2A-peptide","YFP first",2303.6,2810
"2A-peptide","YFP first",2315.7,2677.8
"2A-peptide","YFP first",2335,2939.5
"2A-peptide","YFP first",2338.4,2859.6
"2A-peptide","YFP first",2342.9,2841.6
"2A-peptide","YFP first",2344.5,3252
"2A-peptide","YFP first",2353.7,2711.4
"2A-peptide","YFP first",2363.5,2635.7
"2A-peptide","YFP first",2366.8,2643.1
"2A-peptide","YFP first",2369.9,2374.5
"2A-peptide","YFP first",2380.5,2204.1
"2A-peptide","YFP first",2400.1,2854.2
"2A-peptide","YFP first",2417.8,2674.2
"2A-peptide","YFP first",2428.8,2903.1
"2A-peptide","YFP first",2454.8,2872.4
"2A-peptide","YFP first",2469.9,3153.4
"2A-peptide","YFP first",2475.9,3020.1
"2A-peptide","YFP first",2549.9,3318.5
"2A-peptide","YFP first",2554,3220.5
"2A-peptide","YFP first",2555.3,2907.5
"2A-peptide","YFP first",2572.3,3233.8
"2A-peptide","YFP first",2606.4,2968.4
"2A-peptide","YFP first",2612.8,3503
"2A-peptide","YFP first",2637,3048.2
"2A-peptide","YFP first",2694.8,2396.7
"2A-peptide","YFP first",2699.2,3135.6
"2A-peptide","YFP first",2741,3460.2
"2A-peptide","YFP first",2950.6,3218.4
"2A-peptide","YFP first",3017.4,3648.4
"2A-peptide","YFP first",3089.4,3617.7
"2A-peptide","YFP first",3096.3,3551.6
"2A-peptide","YFP first",3524.3,3967.5
"2A-peptide","YFP first",3740.7,4130.1
"2A-peptide","YFP first",4174.9,4904.7
" IRES","YFP first",290.32,122.01
" IRES","YFP first",362.47,151.95
" IRES","YFP first",395.74,159.96
" IRES","YFP first",420.21,194.17
" IRES","YFP first",476.79,161.08
" IRES","YFP first",495.7,225.22
" IRES","YFP first",512.23,96.546
" IRES","YFP first",524.08,194.05
" IRES","YFP first",529.53,187.97
" IRES","YFP first",539.36,177.42
" IRES","YFP first",549.6,201.6
" IRES","YFP first",582.75,166.86
" IRES","YFP first",588.25,209.92
" IRES","YFP first",606.11,300.11
" IRES","YFP first",620.08,264.41
" IRES","YFP first",656.96,217.33
" IRES","YFP first",657.94,309.96
" IRES","YFP first",663.46,188.31
" IRES","YFP first",667.18,221.75
" IRES","YFP first",673.15,207.07
" IRES","YFP first",683.14,279.71
" IRES","YFP first",684.26,296.99
" IRES","YFP first",686.13,212.02
" IRES","YFP first",696.37,294.66
" IRES","YFP first",704.52,310.91
" IRES","YFP first",705.97,250
" IRES","YFP first",708.01,169.21
" IRES","YFP first",717.76,312.4
" IRES","YFP first",721.36,363.58
" IRES","YFP first",723.69,208.81
" IRES","YFP first",725.78,256.55
" IRES","YFP first",732.78,347.18
" IRES","YFP first",737.27,306.74
" IRES","YFP first",739.26,293.7
" IRES","YFP first",743.87,268.49
" IRES","YFP first",755.54,349.34
" IRES","YFP first",756.53,278.35
" IRES","YFP first",761.91,297.83
" IRES","YFP first",772.08,275.36
" IRES","YFP first",773.05,402.57
" IRES","YFP first",780.82,156.39
" IRES","YFP first",790.93,296.19
" IRES","YFP first",792.3,287.06
" IRES","YFP first",792.92,347.19
" IRES","YFP first",800.09,295.9
" IRES","YFP first",806.12,265.96
" IRES","YFP first",807.85,239.02
" IRES","YFP first",808.93,200.77
" IRES","YFP first",811.9,252.42
" IRES","YFP first",817.26,365.61
" IRES","YFP first",818.4,263.95
" IRES","YFP first",829.03,273.18
" IRES","YFP first",830.46,343.65
" IRES","YFP first",831.89,348.98
" IRES","YFP first",847.28,354.93
" IRES","YFP first",849.56,351.41
" IRES","YFP first",875.14,308.84
" IRES","YFP first",879.99,413.06
" IRES","YFP first",881.16,337.22
" IRES","YFP first",882.87,261.13
" IRES","YFP first",885.47,371.91
" IRES","YFP first",889.04,427.81
" IRES","YFP first",900,429.86
" IRES","YFP first",901.73,272.18
" IRES","YFP first",904.81,453.09
" IRES","YFP first",906.48,398.33
" IRES","YFP first",909.17,331.11
" IRES","YFP first",911.05,395.8
" IRES","YFP first",912.62,395.73
" IRES","YFP first",916.97,408.92
" IRES","YFP first",919.54,272.87
" IRES","YFP first",924.17,315.89
" IRES","YFP first",926.31,461.61
" IRES","YFP first",927.62,447.9
" IRES","YFP first",933.23,414.35
" IRES","YFP first",934.52,229.93
" IRES","YFP first",938.42,350.02
" IRES","YFP first",948.95,378.98
" IRES","YFP first",949.29,355.35
" IRES","YFP first",950.57,287.24
" IRES","YFP first",958.54,324.53
" IRES","YFP first",959.63,341.52
" IRES","YFP first",961.47,301.03
" IRES","YFP first",963.23,366.58
" IRES","YFP first",964.15,220.04
" IRES","YFP first",974.06,451.82
" IRES","YFP first",981,292.17
" IRES","YFP first",994.63,278.78
" IRES","YFP first",995.7,318.07
" IRES","YFP first",1006.6,233.01
" IRES","YFP first",1007.1,356.36
" IRES","YFP first",1011.1,282.72
" IRES","YFP first",1016.7,533.69
" IRES","YFP first",1020.7,469.73
" IRES","YFP first",1047.4,411.5
" IRES","YFP first",1047.8,526.98
" IRES","YFP first",1050.2,496.08
" IRES","YFP first",1053,500.78
" IRES","YFP first",1054.3,254.35
" IRES","YFP first",1054.3,448.94
" IRES","YFP first",1057.6,526
" IRES","YFP first",1065,450.76
" IRES","YFP first",1073.4,413.55
" IRES","YFP first",1074.2,418.1
" IRES","YFP first",1076.1,370.1
" IRES","YFP first",1088.4,218.3
" IRES","YFP first",1091.1,417.93
" IRES","YFP first",1091.2,447.12
" IRES","YFP first",1096.3,487.62
" IRES","YFP first",1098.8,500.9
" IRES","YFP first",1101.3,508.58
" IRES","YFP first",1102.8,520.86
" IRES","YFP first",1107.1,469.97
" IRES","YFP first",1108.7,486.01
" IRES","YFP first",1122.4,317.73
" IRES","YFP first",1128.2,415.18
" IRES","YFP first",1128.5,573.11
" IRES","YFP first",1129.3,449.99
" IRES","YFP first",1138.2,476.66
" IRES","YFP first",1167.9,568.46
" IRES","YFP first",1171.2,451.01
" IRES","YFP first",1172.4,406.99
" IRES","YFP first",1178.1,332.07
" IRES","YFP first",1183.7,518.88
" IRES","YFP first",1189.8,517.9
" IRES","YFP first",1189.8,542.16
" IRES","YFP first",1195.2,544.28
" IRES","YFP first",1206.7,517.89
" IRES","YFP first",1208.5,509.83
" IRES","YFP first",1208.8,650.99
" IRES","YFP first",1209.4,475.79
" IRES","YFP first",1215.8,431.4
" IRES","YFP first",1216.1,512.59
" IRES","YFP first",1217.1,504.18
" IRES","YFP first",1217.5,293.1
" IRES","YFP first",1218.2,542.86
" IRES","YFP first",1218.3,592.72
" IRES","YFP first",1218.5,528.38
" IRES","YFP first",1218.7,414.65
