Replicate,Experiment,Construct,Cell,Time_adjusted,Frame,Membrane,Cytosol,Ratio
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,54.39,27,426.85,466.59,0.914828865
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,56.98,28,430.31,455.46,0.9447811
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,59.57,29,426.37,450.18,0.947110045
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,62.16,30,383.69,466.6,0.82231033
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,64.75,31,420.16,465.11,0.903356195
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,67.34,32,404.42,460.58,0.878066785
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,69.93,33,401.09,464.06,0.86430634
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,72.52,34,366.26,461.19,0.794162926
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,75.11,35,395.45,473.41,0.835322448
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,77.7,36,380.31,456.95,0.832279243
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,80.29,37,387.61,465.1,0.833390669
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,82.88,38,384.26,475.07,0.808849222
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,85.47,39,371.29,463.92,0.800331954
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,88.06,40,360.09,465.25,0.773970983
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,90.65,41,356.15,474.61,0.750405596
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,93.24,42,407.76,469.32,0.868831501
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,95.83,43,351.69,450.45,0.780752581
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,98.42,44,383.09,450.62,0.850139807
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,101.01,45,387.61,474.76,0.816433566
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,103.6,46,378.03,459.98,0.82184008
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,106.19,47,389.83,461.34,0.844995015
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,108.78,48,370.22,464.5,0.797029064
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,111.37,49,376.4,474.76,0.792821636
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,113.96,50,390.96,448.65,0.871414243
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,116.55,51,379.19,475.37,0.797673391
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,119.14,52,357.84,447.3,0.8
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,121.73,53,360.1,461.94,0.779538468
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,124.32,54,329.24,475.5,0.692407992
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,126.91,55,300.58,464.52,0.647076552
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,129.5,56,308.45,461.93,0.667741866
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,132.09,57,284.31,462.53,0.614684453
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,134.68,58,297.77,479.14,0.62146763
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,137.27,59,259.58,479.14,0.541762324
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,139.86,60,258.48,478.38,0.540323592
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,142.45,61,258.48,466.15,0.554499625
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,145.04,62,234.37,474.32,0.494117895
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,147.63,63,242.23,477.92,0.506842149
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,150.22,64,248.36,473.41,0.524619252
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,152.81,65,255.14,490.91,0.519728667
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,155.4,66,246.7,486.07,0.507540066
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,157.99,67,231.59,485.03,0.47747562
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,160.58,68,253.42,464.65,0.545399763
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,163.17,69,231.55,462.97,0.500140398
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,165.76,70,220.86,467.22,0.472710928
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,168.35,71,218.62,457.57,0.47778482
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,170.94,72,236.58,474.3,0.498798229
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,173.53,73,193.93,449.71,0.431233462
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,176.12,74,192.27,480.78,0.399912642
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,178.71,75,216.93,471.28,0.46029961
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,181.3,76,206.27,466.79,0.441890358
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,183.89,77,233.77,450.8,0.518566992
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,186.48,78,205.19,456.07,0.449909005
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,189.07,79,221.41,467.07,0.474040294
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,191.66,80,214.72,453.79,0.473170409
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,194.25,81,220.85,470.55,0.469344384
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,196.84,82,213.56,467.96,0.456363792
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,199.43,83,201.23,464.05,0.433638617
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,202.02,84,234.31,461.04,0.508220545
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,204.61,85,195.04,469.15,0.415730577
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,207.2,86,204.02,479.43,0.425547004
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,209.79,87,183.25,465.42,0.393730394
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,212.38,88,207.37,468.13,0.442975242
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,214.97,89,216.92,464.5,0.466996771
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,217.56,90,206.85,466.32,0.443579516
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,220.15,91,191.17,456.95,0.418360871
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,222.74,92,198.99,476.86,0.417292287
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,225.33,93,210.23,468.72,0.448519372
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,227.92,94,204.04,478.97,0.425997453
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,230.51,95,204.58,453.93,0.450686229
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,233.1,96,220.84,466.6,0.473296185
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,235.69,97,216.91,462.09,0.469410721
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,238.28,98,209.08,461.19,0.453348945
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_01,iLID,Cell_03,240.87,99,216.93,445.95,0.486444669
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,-12.95,1,203.95,503.2,0.405306041
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,-10.36,2,214.81,498.29,0.431094343
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,-7.77,3,216.37,479.14,0.451579914
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,-5.18,4,198.49,499.48,0.397393289
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,-2.59,5,221.48,503.34,0.440020662
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,0,6,210.01,500.54,0.419566868
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,2.59,7,233.62,497.36,0.469720122
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,5.18,8,253.02,473.54,0.534316003
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,7.77,9,298.48,442.95,0.673845807
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,10.36,10,304.84,433.26,0.703595993
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,12.95,11,326.05,438.19,0.744083617
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,15.54,12,330.88,427.26,0.774423068
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,18.13,13,344.55,423.95,0.812713763
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,20.72,14,329.69,416.1,0.792333574
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,23.31,15,334.24,403.98,0.827367691
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,25.9,16,337.26,425.26,0.79306777
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,28.49,17,318.44,394.25,0.807710843
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,31.08,18,326.35,405.18,0.805444494
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,33.67,19,356.97,411.32,0.867864436
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,36.26,20,361.81,399.62,0.905385116
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,38.85,21,364.54,410.38,0.88829865
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,41.44,22,366.67,398.54,0.920033121
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,44.03,23,359.66,415.55,0.86550355
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,46.62,24,366.64,399.2,0.918436874
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,49.21,25,379.97,396.93,0.957272063
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,51.8,26,346.34,406.9,0.851167363
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,54.39,27,370.3,386.71,0.9575651
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,56.98,28,409.36,408.63,1.001786457
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,59.57,29,388.45,402.52,0.965045215
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,62.16,30,397.55,407.86,0.974721718
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,64.75,31,368.45,411.56,0.895252211
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,67.34,32,406.95,417.82,0.973984012
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,69.93,33,409.07,407.04,1.004987225
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,72.52,34,407.85,411.96,0.990023303
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,75.11,35,397.83,405.05,0.98217504
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,77.7,36,402.11,409.72,0.98142634
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,80.29,37,399.06,410.9,0.971185203
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,82.88,38,395.76,408.26,0.969382256
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,85.47,39,390.28,416.35,0.937384412
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,88.06,40,392.99,413.83,0.949641157
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,90.65,41,410.56,416.23,0.986377724
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,93.24,42,379.07,411.45,0.92130271
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,95.83,43,387.27,407.19,0.951079349
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,98.42,44,387.24,420.88,0.92007223
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,101.01,45,384.49,417.28,0.92141967
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,103.6,46,421.8,409.97,1.02885577
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,106.19,47,392.07,415.8,0.942929293
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,108.78,48,404.81,411.04,0.984843324
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,111.37,49,407.26,416.22,0.978472923
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,113.96,50,399.39,408.25,0.978297612
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,116.55,51,392.1,398.67,0.983520205
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,119.14,52,396.37,410.63,0.965272873
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,121.73,53,357.57,417.95,0.855532958
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,124.32,54,340.29,435.24,0.7818445
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,126.91,55,349.97,427.79,0.818088314
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,129.5,56,363.61,462.5,0.786183784
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,132.09,57,351.21,459.46,0.764397336
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,134.68,58,318.45,443.88,0.717423628
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,137.27,59,318.79,462.78,0.688858637
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,139.86,60,307.26,464.51,0.661471228
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,142.45,61,319.38,451.06,0.708065446
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,145.04,62,300.57,464.5,0.647082885
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,147.63,63,312.09,464.37,0.672071839
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,150.22,64,316.97,475.92,0.666015297
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,152.81,65,294.54,474.07,0.621300652
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,155.4,66,285.45,472.48,0.604152557
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,157.99,67,279.97,480.06,0.583197934
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,160.58,68,295.43,492.32,0.600077186
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,163.17,69,293.31,476.21,0.615925747
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,165.76,70,308.14,484.84,0.635549872
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,168.35,71,291.78,477.95,0.610482268
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,170.94,72,275.72,486.99,0.56617179
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,173.53,73,279.99,478.21,0.585495912
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,176.12,74,268.16,470.09,0.570443958
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,178.71,75,269.69,492.84,0.547216135
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,181.3,76,287.86,494.98,0.581558851
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,183.89,77,274.2,476.48,0.575470114
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,186.48,78,260.27,490.57,0.530546099
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,189.07,79,277.86,498.82,0.557034602
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,191.66,80,263.91,505.05,0.522542323
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,194.25,81,251.79,489.64,0.514234948
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,196.84,82,263.01,489.25,0.537577925
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,199.43,83,253.92,498.68,0.509184246
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,202.02,84,275.43,483.92,0.569164325
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,204.61,85,276.65,484.86,0.570577074
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,207.2,86,241.79,500.69,0.482913579
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,209.79,87,262.12,506.02,0.518003241
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,212.38,88,247.57,501.75,0.493413054
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,214.97,89,255.4,490.97,0.520194717
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,217.56,90,254.53,508.27,0.500777146
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,220.15,91,252.4,500.42,0.504376324
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,222.74,92,235.44,487.24,0.483211559
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,225.33,93,238.79,485.39,0.491954923
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,227.92,94,227.27,488.18,0.465545496
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,230.51,95,247.55,488.3,0.506962933
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,233.1,96,239.68,495.08,0.484123778
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,235.69,97,235.17,489.79,0.480144552
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,238.28,98,253.01,491.9,0.514352511
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_02,iLID,Cell_04,240.87,99,237.27,471.56,0.503159725
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,-12.95,1,677.34,1509.91,0.448596274
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,-10.36,2,630.99,1514.99,0.416497799
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,-7.77,3,642.24,1504.86,0.426777242
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,-5.18,4,679.1,1474.97,0.460416144
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,-2.59,5,680.84,1520.91,0.44765305
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,0,6,656.19,1539.63,0.426199801
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,2.59,7,724.3,1330.03,0.544574183
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,5.18,8,829.52,1114.96,0.743990816
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,7.77,9,930.98,984.76,0.945387709
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,10.36,10,932.12,909.95,1.024363976
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,12.95,11,984.59,862.24,1.141897847
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,15.54,12,995.6,849.5,1.17198352
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,18.13,13,1023.13,799.35,1.279952461
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,20.72,14,1001.39,789.88,1.267774852
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,23.31,15,1007.49,769.66,1.309006574
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,25.9,16,993.88,745.43,1.33329756
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,28.49,17,1016.15,752.94,1.349576327
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,31.08,18,1021.4,735.33,1.389036215
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,33.67,19,993.02,728.74,1.362653347
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,36.26,20,1014.44,742.14,1.366911903
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,38.85,21,1006.34,727,1.384236589
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,41.44,22,999.96,754.91,1.324608231
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,44.03,23,985.2,761.06,1.294510288
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,46.62,24,1047.18,728.75,1.436953688
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,49.21,25,1009.54,734.26,1.374908071
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,51.8,26,1014.73,735.34,1.379946691
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,54.39,27,992.12,756.87,1.31081956
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,56.98,28,1012.44,748.54,1.35255297
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,59.57,29,1037.64,763.25,1.359502129
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,62.16,30,1047.18,747.43,1.4010409
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,64.75,31,1034.46,751.61,1.376325488
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,67.34,32,1055.02,768.99,1.371955422
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,69.93,33,1006.04,779.31,1.290936854
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,72.52,34,1087.49,767.46,1.416998932
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,75.11,35,1035.61,763.47,1.356451465
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,77.7,36,1074.72,785.91,1.367484827
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,80.29,37,1056.77,782.62,1.350297718
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,82.88,38,1073.29,773.81,1.38702007
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,85.47,39,1113.86,809.91,1.375288612
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,88.06,40,1106.9,789.02,1.402879521
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,90.65,41,1063.14,795.17,1.33699712
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,93.24,42,1077.36,782.18,1.377381165
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,95.83,43,1071.27,793.17,1.350618405
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,98.42,44,1106.35,789.88,1.400655796
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,101.01,45,1098.79,801.96,1.37013068
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,103.6,46,1122.57,795.39,1.411345378
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,106.19,47,1118.5,799.77,1.398527077
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,108.78,48,1130.38,803.97,1.405997736
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,111.37,49,1168.06,816.05,1.431358373
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,113.96,50,1173.87,794.95,1.476658909
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,116.55,51,1210.66,802.41,1.508779801
1,211215_OptoG003_01_4500_4516_iLID_P3_Cell_03,iLID,Cell_05,119.14,52,1170.68,782.61,1.495866396
